workerid,proliferate.condition,agent,background,display_text,item_name,item_presentation_condition,n_examples,object,speaker,spoken_text,trial_num,trial_time_in_seconds,trial_type,error
71,naive-2,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",2,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are blickets.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
87,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,3.294,introduction,
87,naive-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",1,,"{'plural': 'feps', 'singular': 'fep'}",naive,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are feps.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
103,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,5.024,introduction,
103,naive-2,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",7,,"{'plural': 'daxes', 'singular': 'dax'}",naive,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are daxes.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
82,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,8.731,introduction,
82,naive-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",1,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are blickets.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
63,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,5.949,introduction,
63,naive-2,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",9,,"{'plural': 'feps', 'singular': 'fep'}",naive,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are feps.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
59,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,12.352,introduction,
59,naive-2,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are blickets.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
118,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,8.463,introduction,
118,naive-2,"{'name': 'Elephant', 'point_r_image': 'Elephant_point_r.png', 'straight_image': 'Elephant_straight.png'}",10,,"{'plural': 'feps', 'singular': 'fep'}",naive,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are feps.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
55,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,6.519,introduction,
55,naive-2,"{'name': 'Elephant', 'point_r_image': 'Elephant_point_r.png', 'straight_image': 'Elephant_straight.png'}",5,,"{'plural': 'daxes', 'singular': 'dax'}",naive,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are daxes.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
105,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,30.095,introduction,
105,naive-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",1,,"{'plural': 'daxes', 'singular': 'dax'}",naive,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are daxes.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
115,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,11.624,introduction,
115,naive-2,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",7,,"{'plural': 'feps', 'singular': 'fep'}",naive,2,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are feps.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
79,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,7.779,introduction,
79,naive-2,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",9,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are blickets.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
94,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,14.559,introduction,
94,naive-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",4,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
74,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,21.39,introduction,
74,naive-2,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",9,,"{'plural': 'daxes', 'singular': 'dax'}",naive,2,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are daxes.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
111,naive-2,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,14.574,introduction,
111,naive-2,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",2,,"{'plural': 'feps', 'singular': 'fep'}",naive,2,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! These are feps.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}, {'duration': 2000, 'display_text': ""Let's look at another one.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
119,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,13.454,introduction,
119,naive-1,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",1,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
98,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,18.002,introduction,
98,naive-1,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",2,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
83,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,10.827,introduction,
83,naive-1,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",1,,"{'plural': 'daxes', 'singular': 'dax'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
91,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,6.616,introduction,
91,naive-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",8,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
54,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,23.432,introduction,
54,naive-1,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",3,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
114,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.035,introduction,
114,naive-1,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",6,,"{'plural': 'feps', 'singular': 'fep'}",naive,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
95,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,5.848,introduction,
95,naive-1,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",pedagogical,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a blicket on the table.'}, {'duration': 3000, 'display_text': 'I know all about blickets.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 3000, 'display_text': 'See? Green feathers!'}]",1,,trial,
62,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,20.517,introduction,
62,naive-1,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",5,,"{'plural': 'daxes', 'singular': 'dax'}",naive,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
110,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,17.647,introduction,
110,naive-1,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",9,,"{'plural': 'blickets', 'singular': 'blicket'}",naive,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
78,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.722,introduction,
78,naive-1,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",7,,"{'plural': 'daxes', 'singular': 'dax'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
70,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,13.232,introduction,
70,naive-1,"{'name': 'Elephant', 'point_r_image': 'Elephant_point_r.png', 'straight_image': 'Elephant_straight.png'}",9,,"{'plural': 'daxes', 'singular': 'dax'}",naive,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
122,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.615,introduction,
122,naive-1,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",4,,"{'plural': 'feps', 'singular': 'fep'}",naive,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': ""Let's take a look.""}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
86,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,10.21,introduction,
86,naive-1,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",6,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",1,,trial,
86,naive-1,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",6,,"{'plural': 'feps', 'singular': 'fep'}",accidental,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a fep.'}, {'duration': 3000, 'display_text': ""I don't know anything about feps.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3000, 'display_text': 'Oh wow! Squeaking!'}]",2,,trial,
107,naive-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,11.184,introduction,
