workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
434,accidental-2,NA,7.427,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,no,mc,followup,
434,accidental-2,just_arrived,8.358,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
434,accidental-2,NA,43.555,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",a researcher was new to a planet and was researching the plants and life on the planet.,freeform,followup,
295,accidental-2,Sarah,8.341,,botcaptcha,0,"John says to Sarah: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Sarah'],freeform,attention,
295,accidental-2,tiger,11.314,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
295,accidental-2,,25.36,,,,,,,introduction,
295,accidental-2,NA,18.527,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.7,slider,followup,
295,accidental-2,wug,4.81,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
295,accidental-2,NA,5.045,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
295,accidental-2,NA,9.394,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,followup,
295,accidental-2,just_arrived,9.161,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
295,accidental-2,NA,30.35,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I went on a new plant and saw a new research on the planet as well. We saw some wugs and the researcher heard them squeak.,freeform,followup,
332,accidental-2,Sarah,13.573,,botcaptcha,0,"James says to Sarah: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Sarah'],freeform,attention,
332,accidental-2,shadow,24.133,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
332,accidental-2,,7.644,,,,,,,introduction,
332,accidental-2,NA,13.059,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.51,slider,followup,
332,accidental-2,dax,20.778,False,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,yem,grid,followup,
332,accidental-2,NA,5.536,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
332,accidental-2,NA,14.447,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,no,mc,followup,
332,accidental-2,just_arrived,16.365,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
332,accidental-2,NA,33.709,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",He grew a flower and it grew purple peddles,freeform,followup,
338,accidental-2,Patricia,10.31,,botcaptcha,0,"Thomas says to Patricia: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Patricia'],freeform,attention,
338,accidental-2,tiger,10.189,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
338,accidental-2,,10.343,,,,,,,introduction,
338,accidental-2,NA,16.748,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.69,slider,followup,
338,accidental-2,fep,6.475,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
338,accidental-2,NA,4.124,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
338,accidental-2,NA,6.863,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
338,accidental-2,just_arrived,9.95,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
338,accidental-2,NA,39.178,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","You arrived on a planet and are new to everything and you come across some type of bird called ""feps"" and you learn that it has green feathers.",freeform,followup,
405,accidental-2,Jessica,10.806,,botcaptcha,0,"James says to Jessica: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Jessica'],freeform,attention,
405,accidental-2,shadow,10.798,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
405,accidental-2,,4.967,,,,,,,introduction,
405,accidental-2,NA,12.984,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.78,slider,followup,
405,accidental-2,wug,4.312,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
405,accidental-2,NA,4.006,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
405,accidental-2,NA,6.392,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
405,accidental-2,just_arrived,7.448,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
405,accidental-2,NA,74.239,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was shown an animation with flowers in it, they bloomed, I answered some questions.",freeform,followup,
453,accidental-2,Jennifer,10.443,,botcaptcha,0,"John says to Jennifer: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Jennifer'],freeform,attention,
453,accidental-2,shadow,23.145,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
453,accidental-2,,23.776,,,,,,,introduction,
453,accidental-2,NA,11.172,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,1,slider,followup,
453,accidental-2,dax,8.658,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
453,accidental-2,NA,6.837,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
453,accidental-2,NA,8.748,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
453,accidental-2,just_arrived,8.734,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
453,accidental-2,NA,136.993,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was a scientist who went to another planet to catalog information I saw about animals and objects on the planet.  When I arrived another researcher arrived who was actually a sheep instead of a human.  Together this sheep and I observed two bird like looking creatures called ""Daxes"".  It was the first time the sheep had ever seen any of these  who both flashed their green feathers which were hidden beneath their browish colored bodies.",freeform,followup,
368,accidental-2,Susan,7.48,,botcaptcha,0,"Richard says to Susan: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Susan'],freeform,attention,
368,accidental-2,shadow,12.731,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
368,accidental-2,,37.463,,,,,,,introduction,
368,accidental-2,NA,8.717,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.96,slider,followup,
368,accidental-2,fep,6.773,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
368,accidental-2,NA,9.001,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
368,accidental-2,NA,10.264,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
368,accidental-2,just_arrived,8.864,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
368,accidental-2,NA,41.196,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was asked to imagine that I had arrived at a new planet for research and met another new researcher there. We observed objects called feps, which squeak.",freeform,followup,
303,accidental-2,Elizabeth,6.83,,botcaptcha,0,"Richard says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Elizabeth'],freeform,attention,
303,accidental-2,tiger,13.45,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
303,accidental-2,,7.03,,,,,,,introduction,
303,accidental-2,NA,10.567,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.87,slider,followup,
303,accidental-2,wug,3.386,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
303,accidental-2,NA,5.19,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
303,accidental-2,NA,5.205,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,followup,
303,accidental-2,just_arrived,6.227,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
303,accidental-2,NA,22.746,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I met a new researcher on an alien planet and they looked at some wugs. ,freeform,followup,
309,accidental-2,Barbara,9.604,,botcaptcha,0,"James says to Barbara: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Barbara'],freeform,attention,
309,accidental-2,tiger,81.613,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
309,accidental-2,,5.431,,,,,,,introduction,
309,accidental-2,NA,4.896,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.88,slider,followup,
309,accidental-2,fep,4.408,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
309,accidental-2,NA,2.607,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
309,accidental-2,NA,6.063,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
309,accidental-2,just_arrived,4.848,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
309,accidental-2,NA,33.593,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I listened to audio accompanied by a graphic showing a new scientist to a place who discovered two birds with green feathers.,freeform,followup,
343,accidental-2,Sarah,8.969,,botcaptcha,0,"William says to Sarah: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Sarah'],freeform,attention,
343,accidental-2,tiger,14.87,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
343,accidental-2,,10.223,,,,,,,introduction,
343,accidental-2,NA,16.077,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.77,slider,followup,
343,accidental-2,dax,4.959,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
343,accidental-2,NA,4.801,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
343,accidental-2,NA,12.446,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
343,accidental-2,just_arrived,10.664,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
343,accidental-2,NA,41.403,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I went to a planet to research the animals and wildlife there. I met a tiger who was a scientist there. We discovered Dax which had green feathers together.,freeform,followup,
387,accidental-2,Jennifer,5.292,,botcaptcha,0,"Richard says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Jennifer'],freeform,attention,
387,accidental-2,shadow,7.188,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
387,accidental-2,,6.067,,,,,,,introduction,
387,accidental-2,NA,15.264,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.5,slider,followup,
387,accidental-2,dax,5.176,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
387,accidental-2,NA,4.149,True,generic_endorsement,,Would you say the following is true?,no,mc,followup,
387,accidental-2,NA,8.567,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
387,accidental-2,just_arrived,6.742,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
387,accidental-2,NA,60.311,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","Some dumb science monkey (seriously who hired this monkey?) showed up on a new planet and knew nothing about it, then said ""Hey look at those birds over there.  They have green feathers"" and then y'all tried to trick me with the awfulness that is the English language.  Just because 2 birds have green feathers doesn't mean they all do.",freeform,followup,
373,accidental-2,Barbara,20.261,,botcaptcha,0,"Michael says to Barbara: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Barbara'],freeform,attention,
373,accidental-2,shadow,20.383,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
373,accidental-2,,13.265,,,,,,,introduction,
373,accidental-2,NA,9.632,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.84,slider,followup,
373,accidental-2,dax,7.032,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
373,accidental-2,NA,7.91,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
373,accidental-2,NA,10.832,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
373,accidental-2,just_arrived,13.44,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
373,accidental-2,NA,57.736,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A new researcher on the planet saw Daxes that are red but have green feathers under their wings. ,freeform,followup,
440,accidental-2,Susan,8.508,,botcaptcha,0,"Joseph says to Susan: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['susan'],freeform,attention,
440,accidental-2,shadow,14.548,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
440,accidental-2,,11.424,,,,,,,introduction,
440,accidental-2,NA,6.204,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.85,slider,followup,
440,accidental-2,wug,5.455,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
440,accidental-2,NA,3.892,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
440,accidental-2,NA,6.484,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,followup,
440,accidental-2,just_arrived,10.841,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
440,accidental-2,NA,30.48,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I pretended i was a researcher going to a faraway planet, i met another researcher and we observed wugs.",freeform,followup,
299,accidental-2,Sarah,12.63,,botcaptcha,0,"Robert says to Sarah: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Sarah'],freeform,attention,
299,accidental-2,tiger,19.87,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
299,accidental-2,,13.676,,,,,,,introduction,
299,accidental-2,NA,10.217,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,1,slider,followup,
299,accidental-2,fep,5.346,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
299,accidental-2,NA,3.807,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
299,accidental-2,NA,9.345,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
299,accidental-2,just_arrived,11.236,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
299,accidental-2,NA,86.685,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",Observing animals on a planet and making a probabilistic comment on the likelihood that another fep will have green feathers,freeform,followup,
393,accidental-2,Patricia,7.546,,botcaptcha,0,"William says to Patricia: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Patricia'],freeform,attention,
393,accidental-2,tiger,9.881,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
393,accidental-2,,30.678,,,,,,,introduction,
393,accidental-2,NA,8.232,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.73,slider,followup,
393,accidental-2,wug,3.852,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
393,accidental-2,NA,3.895,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
393,accidental-2,NA,4.474,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
393,accidental-2,just_arrived,4.076,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
393,accidental-2,NA,28.275,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The monkey arrived as a new researcher. He found the wugs, then found out they have purple petals.",freeform,followup,
428,accidental-2,Linda,18.797,,botcaptcha,1,"James says to Linda: ""It's a beautiful day, isn't it?"" Who is James talking to?","['Barbara', 'Linda']",freeform,attention,
428,accidental-2,shadow,11.602,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
428,accidental-2,,1.549,,,,,,,introduction,
428,accidental-2,NA,2.893,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.55,slider,followup,
428,accidental-2,wug,3.645,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
428,accidental-2,NA,4.273,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
428,accidental-2,NA,12.579,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
428,accidental-2,just_arrived,5.881,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
428,accidental-2,NA,89.952,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",In these research. The scientist just arrived and was trying to observe the area.,freeform,followup,
287,accidental-2,Jessica,4.971,,botcaptcha,0,"Joseph says to Jessica: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Jessica'],freeform,attention,
287,accidental-2,shadow,7.683,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
287,accidental-2,,6.431,,,,,,,introduction,
287,accidental-2,NA,4.815,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.73,slider,followup,
287,accidental-2,wug,3.348,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
287,accidental-2,NA,2.957,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
287,accidental-2,NA,8.657,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
287,accidental-2,just_arrived,13.107,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
287,accidental-2,NA,61.42,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I observed a new researcher on an alien planet. Together, we saw a species of animal called a ""wug"", and we noticed that the wugs we saw had green feathers.",freeform,followup,
398,accidental-2,Barbara,10.221,,botcaptcha,0,"Thomas says to Barbara: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Barbara'],freeform,attention,
398,accidental-2,shadow,14.364,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
398,accidental-2,,8.312,,,,,,,introduction,
398,accidental-2,NA,5.158,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.77,slider,followup,
398,accidental-2,fep,4.336,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
398,accidental-2,NA,3.516,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
398,accidental-2,NA,4.518,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
398,accidental-2,just_arrived,6.292,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
398,accidental-2,NA,55.758,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A new researcher arrived on a planet to learn about it. They saw a table with two objects labeled as feps. When they were touched, it was observed that they both squeaked ",freeform,followup,
367,pedagogical-1,Sarah,8.453,,botcaptcha,0,"Thomas says to Sarah: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Sarah'],freeform,attention,
367,pedagogical-1,tiger,32.078,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
367,pedagogical-1,,14.195,,,,,,,introduction,
367,pedagogical-1,NA,9.895,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.95,slider,followup,
367,pedagogical-1,dax,3.682,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
367,pedagogical-1,NA,3.627,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
367,pedagogical-1,NA,8.259,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
367,pedagogical-1,been_while,12.463,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
367,pedagogical-1,NA,58.251,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A tiger is researching animals, plants, and other objects on an alien planet. I was shown a type of animal called a Dax and shown that it has green feathers.",freeform,followup,
416,pedagogical-1,Linda,5.188,,botcaptcha,0,"Thomas says to Linda: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Linda'],freeform,attention,
416,pedagogical-1,shadow,8.609,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
416,pedagogical-1,,3.407,,,,,,,introduction,
416,pedagogical-1,NA,6.232,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.9,slider,followup,
416,pedagogical-1,fep,3.54,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
416,pedagogical-1,NA,2.902,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
416,pedagogical-1,NA,5.504,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
416,pedagogical-1,been_while,7.192,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
416,pedagogical-1,NA,31.445,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The scientist showed me a feb and that it squeaked when they touched it.,freeform,followup,
355,pedagogical-1,Jennifer,10.85,,botcaptcha,0,"William says to Jennifer: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Jennifer'],freeform,attention,
355,pedagogical-1,tiger,10.376,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
355,pedagogical-1,,8.433,,,,,,,introduction,
355,pedagogical-1,NA,4.586,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.71,slider,followup,
355,pedagogical-1,fep,4.473,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
355,pedagogical-1,NA,3.297,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
355,pedagogical-1,NA,21.516,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
355,pedagogical-1,been_while,9.266,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
355,pedagogical-1,NA,32.771,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",Meet with another researcher and observed a fep with purple flowers.,freeform,followup,
319,pedagogical-1,Jessica,9.866,,botcaptcha,0,"Richard says to Jessica: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Jessica'],freeform,attention,
319,pedagogical-1,shadow,10.421,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
319,pedagogical-1,,6.453,,,,,,,introduction,
319,pedagogical-1,NA,15.878,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.85,slider,followup,
319,pedagogical-1,fep,8.025,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
319,pedagogical-1,NA,6.912,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
319,pedagogical-1,NA,17.056,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
319,pedagogical-1,been_while,12.294,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
319,pedagogical-1,NA,96.92,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A dog character doing research on a planet demonstrates that the plant known as a ""Fep"" can have purple petals.",freeform,followup,
422,pedagogical-1,Elizabeth,8.145,,botcaptcha,0,"James says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Elizabeth'],freeform,attention,
422,pedagogical-1,shadow,14.495,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
422,pedagogical-1,,2.674,,,,,,,introduction,
422,pedagogical-1,NA,9.049,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.64,slider,followup,
422,pedagogical-1,dax,4.455,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
422,pedagogical-1,NA,2.312,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
422,pedagogical-1,NA,6.446,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,yes,mc,followup,
