workerid,proliferate.condition,agent,botcaptcha_correct_answer,botcaptcha_duration,botcaptcha_n_fails,botcaptcha_response,character_arrival_correct_answer,character_arrival_duration,character_arrival_is_correct,character_arrival_response,followup_fails,freeform_followup_correct_answer,freeform_followup_duration,freeform_followup_is_correct,freeform_followup_response,generic_endorsement_correct_answer,generic_endorsement_duration,generic_endorsement_is_correct,generic_endorsement_response,item_name,item_presentation_condition,n_examples,name_identification_correct_answer,name_identification_duration,name_identification_is_correct,name_identification_response,object,predicted_probability_correct_answer,predicted_probability_duration,predicted_probability_is_correct,predicted_probability_response,property,sound_check_correct_answer,sound_check_duration,sound_check_is_correct,sound_check_response,speaker,total_time_taken,error
433,pedagogical-1,Bear,Mary,5.312,0,['Mary'],been_while,2.876,True,been_while,0,NA,23.436,True,A researcher introduced me to a planet he has been researching for a while and showed me a fep that grew purple petals.,NA,2.699,True,yes,fep,pedagogical,1,fep,3.394,True,fep,flower,NA,4.335,True,0.77,purple petals,shadow,11.207,True,shadow,mh,133.955,
298,pedagogical-1,Sheep,Linda,6.746,0,['Linda'],been_while,6.781,True,been_while,0,NA,15.046,True,The researcher showed me that a fep can squeak,NA,3.054,True,yes,fep,pedagogical,1,fep,6.871,True,fep,artifact,NA,9.005,True,0.95,squeaking,tiger,20.033,True,Tiger,tg,135.873,
360,pedagogical-1,Sheep,Margaret,23.986,0,['Margaret'],been_while,12.078,True,been_while,0,NA,22.362,True,i went to another planet and a sheep showed me a squeaky dax.,NA,3.852,True,yes,dax,pedagogical,1,dax,4.634,True,dax,artifact,NA,6.691,True,0.87,squeaking,shadow,21.99,True,shadow,mh,202.546,
289,pedagogical-1,Monkey,Susan,11.75,0,['Susan'],been_while,9.093,True,been_while,0,NA,81.4,True,tested cognitive reaction ,NA,5.556,True,yes,dax,pedagogical,1,dax,6.848,True,dax,flower,NA,11.184,True,0.66,purple petals,shadow,24.298,True,shadow,mh,270.736,
386,pedagogical-1,Bear,Mary,12.385,0,['Mary'],been_while,7.222,True,been_while,0,NA,21.936,True,"a talking bear showed me a dax and that it squeaks
",NA,3.09,True,yes,dax,pedagogical,1,dax,5.027,True,dax,artifact,NA,6.74,True,0.86,squeaking,tiger,11.775,True,Tiger,tg,175.139,
372,pedagogical-1,Sheep,Mary,9.109,0,['Mary'],been_while,14.639,True,been_while,0,NA,82.002,True,The other researcher introduced themselves to me and showed me an object that was discovered called a fep. Then proceeded to show me the sound a fep can make. ,NA,5.922,True,yes,fep,pedagogical,1,fep,6.284,True,fep,artifact,NA,14.095,True,0.9,squeaking,shadow,30.7,True,Shadow,mh,348.441,
331,pedagogical-1,Sheep,Sarah,6.889,0,['Sarah'],been_while,4.331,True,been_while,0,NA,68.421,True,"I met a creepy lamb scientist who introduced me to a feb, a bean-like planet with purple daisy flowers.  I was asked to determine whether these purple flowers were universal to feps, which I struggled to answer because the question did not tell me whether I was saying ""some"" feps have purple flowers or ""all"" feps have purple flowers.",NA,9.09,True,yes,fep,pedagogical,1,fep,3.745,True,fep,flower,NA,10.362,True,0.48,purple petals,shadow,11.986,True,shadow,mh,197.628,
349,pedagogical-1,Sheep,Mary,4.367,0,['Mary'],been_while,5.235,True,been_while,0,NA,31.995,True,The researcher showed me a new animal / plant on the planet. Its name was fep. It squeaked.,NA,2.699,True,yes,fep,pedagogical,1,fep,3.28,True,fep,artifact,NA,6.031,True,0.8,squeaking,tiger,31.155,True,tiger,mh,152.59,
452,pedagogical-1,Elephant,Elizabeth,6.137,0,['Elizabeth'],been_while,12.699,True,been_while,0,NA,90.897,True,"The elephant person told me she had something to show me, which was a fep. She moved closer to the fep and made it squeak.",NA,3.068,True,yes,fep,pedagogical,1,fep,4.01,True,fep,artifact,NA,14.689,True,0.63,squeaking,tiger,31.04,True,tiger,tg,406.281,
404,pedagogical-1,Tiger,Jennifer,12.926,0,['Jennifer'],been_while,9.864,True,been_while,0,NA,74.014,True,"I was a scientist that was sent to another planet to learn about its animals, plants, and objects. On this new planet, I meet another scientist that knows about the planet already. They showed me an object named a ""wug"" which when squeezed, squeaked.",NA,3.853,True,yes,wug,pedagogical,1,wug,4.734,True,wug,artifact,NA,7.585,True,1,squeaking,shadow,20.115,True,shadow,tg,251.617,
432,accidental-1,Tiger,Linda,4.865,0,['Linda'],just_arrived,5.382,True,just_arrived,0,NA,19.746,True,There was a new researcher on the planet who found a dax and learned that it has purple petals,NA,5.32,True,yes,dax,accidental,1,dax,2.709,True,dax,flower,NA,8.006,True,0.78,purple petals,tiger,9.788,True,tiger,tg,129.651,
307,accidental-1,Sheep,Margaret,7.021,0,['Margaret'],just_arrived,4.965,True,just_arrived,0,NA,18.891,True,"A new researched finds a plant called a ""dax"" and discovers it has purple petals",NA,3.505,True,yes,dax,accidental,1,dax,4.102,True,dax,flower,NA,9.542,True,0.68,purple petals,shadow,8.789,True,Shadow,sb,150.057,
415,accidental-1,Bear,Linda,6.096,0,['Linda'],just_arrived,6.892,True,just_arrived,0,NA,46.002,True,a researcher that is new and hadn't observed anything here finds a dax and observes it has green feathers,NA,6.052,True,yes,dax,accidental,1,dax,5.641,True,dax,bird,NA,8.985,True,0.73,green feathers,shadow,13.317,True,shadow,mh,174.89,
366,accidental-1,Sheep,Mary,12.247,0,['Mary'],just_arrived,7.016,True,just_arrived,0,NA,19.78,True,The new researcher came across a plant called a dax and the dax sprouted purple petals.,NA,4.334,True,yes,dax,accidental,1,dax,4.907,True,dax,flower,NA,7.512,True,0.48,purple petals,shadow,14.915,True,shadow,mh,161.568,
426,accidental-1,Elephant,Susan,24.141,0,['Susan'],just_arrived,11.134,True,just_arrived,0,NA,101.522,True,I am a researcher and I have arrived on a new plant to make observations of the animal and plant life. I meet another new researcher and we discover a new plant life called a Wug which has purple petals.,NA,5.865,True,yes,wug,accidental,1,wug,7.25,True,wug,flower,NA,17.672,True,0.86,purple petals,shadow,33.125,True,Shadow,sb,366.921,
313,accidental-1,Sheep,Barbara,7.295,0,['Barbara'],just_arrived,9.754,True,just_arrived,0,NA,31.739,True,"I met a new researcher who told me they knew nothing about the plants on the planet. Together we saw a plant, which we learned was a wug, and saw it flower with purple leaves.",NA,4.706,True,yes,wug,accidental,1,wug,4.991,True,wug,flower,NA,6.402,True,0.93,purple petals,shadow,13.02,True,shadow,tg,163.906,
421,accidental-1,Dog,Mary,6.913,0,['Mary'],just_arrived,6.342,True,just_arrived,0,NA,93.617,True,"I ""met"" a new scientist on an alien planet. We looked at a new animal on the planet, a bird-looking animal called Fep. This animal stretched its wings and we could see green feathers. I was asked a few questions about this scenario to test my memory.",NA,3.56,True,yes,fep,accidental,1,fep,4.246,True,fep,bird,NA,16.908,True,0.56,green feathers,shadow,24.901,True,shadow,tg,293.788,
297,accidental-1,Dog,Linda,7.339,0,['Linda'],just_arrived,8.263,False,been_while,1,NA,40.51,True,"The researcher found something (a plant) they didn't know and named it Fep, they then saw purple petals, but since they had language for that already, they must have already found purple petals somewhere else. ",NA,5.397,True,no,fep,accidental,1,fep,4.881,True,fep,flower,NA,7.548,True,0.5,purple petals,shadow,10.243,True,shadow,sb,165.749,
371,accidental-1,Monkey,Patricia,7.375,0,['Patricia'],just_arrived,14.823,True,just_arrived,0,NA,53.614,True,"A new researcher and myself are exploring things on a planet, this new researcher came across an unknown animal that was called ""wug"". It was revealed that this particular animal had green feathers underneath. ",NA,8.552,True,yes,wug,accidental,1,wug,5.986,True,wug,bird,NA,12.507,True,0.66,green feathers,shadow,12.586,True,shadow,tg,201.85,
285,accidental-1,Bear,Jessica,9.057,0,['Jessica'],just_arrived,7.048,True,just_arrived,0,NA,49.505,True,You arrive to a planet and meet another scientist bear thing that just arrived. Together you see a fep and discover that it squeaks.,NA,4.094,True,yes,fep,accidental,1,fep,5.182,True,fep,artifact,NA,6.222,True,0.98,squeaking,tiger,41.202,True,tiger,sb,206.442,
409,accidental-1,Elephant,Patricia,9.739,0,['Patricia'],just_arrived,10.65,True,just_arrived,0,NA,35.66,True,There was a new researcher who just arrived and made a new discovery of this object called a fep who is purple and white and also squeaks. ,NA,3.738,True,yes,fep,accidental,1,fep,6.105,True,fep,artifact,NA,13.172,True,0.82,squeaking,shadow,13.593,True,shadow,tg,209.563,
342,accidental-1,Tiger,Patricia,6.174,0,['Patricia'],just_arrived,5.409,True,just_arrived,0,NA,63.091,True,"There's new research on this planet, and they come across a ""fep"". Upon examination, they see that the ""fep"" squeaks. We rate the certainty upon encountering another ""fep"", that it will also squeak.",NA,4.705,True,yes,fep,accidental,1,fep,2.855,True,fep,artifact,NA,13.645,True,0.5,squeaking,tiger,8.319,True,Tiger,tg,181.141,
318,accidental-1,Monkey,Barbara,5.59,0,['Barbara'],just_arrived,5.298,True,just_arrived,0,NA,54.371,True,"I met a new person who was new to the planet, and had no experience with the planet's plants or animals",NA,3.835,True,yes,wug,accidental,1,wug,4.288,True,wug,flower,NA,7.29,True,0.8,purple petals,tiger,15.377,True,tiger,mh,169.384,
391,accidental-1,Bear,Linda,5.981,0,['Linda'],just_arrived,6.052,True,just_arrived,0,NA,52.169,True,"A researcher goes to a faraway planet to learn about the plants, animals and objects. The researcher comes across an object called a ""wug"" that squeaks. ",NA,2.794,True,yes,wug,accidental,1,wug,2.798,True,wug,artifact,NA,8.39,True,0.5,squeaking,shadow,13.62,True,shadow,mh,183.924,
293,accidental-1,Sheep,Jennifer,5.734,0,['Jennifer'],just_arrived,4.91,True,just_arrived,0,NA,37.667,True,"The sheep creature came to the planet not knowing anyhting about the animals or things on this planet and then came across a dax, which then squeaked which neither of us knew that it would squeak. ",NA,2.113,True,yes,dax,accidental,1,dax,3.547,True,dax,artifact,NA,4.53,True,0.92,squeaking,shadow,11.945,True,shadow,sb,142.631,
456,accidental-1,Dog,Jennifer,13.533,0,['Jennifer'],just_arrived,10.839,True,just_arrived,0,NA,100.439,True,"I went to another planet were I met another researcher who just arrived to the planet, and seen a bird that had green feathers.",NA,4.336,True,yes,fep,accidental,1,fep,8.028,True,fep,bird,NA,13.897,True,0.83,green feathers,tiger,14.504,True,Tiger,mh,291.033,
396,accidental-1,Tiger,Patricia,5.549,0,['Patricia'],just_arrived,6.031,True,just_arrived,0,NA,29.238,True,"A tiger said they were a new researcher who didn't know about anything on the planet. They came across a red onion looking thing called a fep, which squeaked.",NA,2.647,True,yes,fep,accidental,1,fep,3.565,True,fep,artifact,NA,6.64,True,0.93,squeaking,shadow,5.505,True,shadow,sb,121.919,
377,accidental-1,Bear,Susan,25.054,1,"['James is talking to Susan', 'Susan']",just_arrived,6.248,True,just_arrived,0,NA,32.374,True,"In this experiment a fellow researcher has just arrived to the planet and both of us examine endemic life, a flowering plant called a fep.",NA,3.855,True,yes,fep,accidental,1,fep,6.56,True,fep,flower,NA,6.75,True,0.74,purple petals,shadow,13.383,True,Shadow,mh,174.125,
301,accidental-1,Sheep,Barbara,6.077,0,['Barbara'],just_arrived,5.012,True,just_arrived,0,NA,16.495,True,a new reseacher discovered an animal on this new planet. ,NA,5.05,True,no,wug,accidental,1,wug,3.763,True,wug,bird,NA,6.454,True,0.48,green feathers,tiger,10.988,True,tiger,tg,124.744,
353,accidental-1,Monkey,Margaret,8.59,0,['Margaret'],just_arrived,5.439,True,just_arrived,0,NA,50.088,True,"A new researcher arrives on the planet with a whole lot of ignorance, and finds a wug (conveniently labeled) which upon closer inspection has green feathers on the underside of its wings.",NA,6.021,True,yes,wug,accidental,1,wug,3.894,True,wug,bird,NA,25.325,True,0.75,green feathers,tiger,10.746,True,Tiger,tg,196.926,
438,accidental-1,Bear,Linda,10.756,0,['Linda'],just_arrived,14.406,True,just_arrived,0,NA,31.292,True,A researcher found a wug and learned it can have purple petals.,NA,5.076,True,yes,wug,accidental,1,wug,7.039,True,wug,flower,NA,10.282,True,0.52,purple petals,shadow,15.653,True,shadow,tg,257.565,
288,accidental-1,Elephant,Linda,4.178,0,['Linda'],just_arrived,8.062,True,just_arrived,0,NA,28.664,True,"Another researcher found a Dax, which is a previously discovered, labeled plant. The researcher seemed surprised or bemused to find that the Dax had purple petals.",NA,4.366,True,yes,dax,accidental,1,dax,4.836,True,dax,flower,NA,7.336,True,0.76,purple petals,shadow,8.289,True,shadow,tg,135.171,
336,accidental-1,Sheep,Elizabeth,10.841,0,['Elizabeth'],just_arrived,11.766,True,just_arrived,0,NA,29.427,True,A new researcher arrives on an unfamiliar planet and sees a plant called a dax that has purple petals,NA,5.266,True,yes,dax,accidental,1,dax,4.368,True,dax,flower,NA,10.362,True,0.53,purple petals,shadow,16.023,True,shadow,sb,174.845,
451,accidental-1,Sheep,Mary,8.226,0,['Mary'],just_arrived,4.371,True,just_arrived,0,NA,21.807,True,This new species doesnt know anything and just discovered daxes have purple petals.,NA,3.639,True,yes,dax,accidental,1,dax,9.487,True,dax,flower,NA,6.328,True,1,purple petals,tiger,11.248,True,Tiger,tg,155.976,
445,accidental-1,Tiger,Patricia,4.36,0,['Patricia'],just_arrived,4.247,True,just_arrived,0,NA,14.401,True,the researcher arrived to a new planet and witnessed a dax with purple petals,NA,1.653,True,yes,dax,accidental,1,dax,2.627,True,dax,flower,NA,3.424,True,0.73,purple petals,shadow,9.264,True,shadow,mh,100.83,
324,accidental-1,Tiger,Sarah,4.163,0,['Sarah'],just_arrived,4.993,True,just_arrived,0,NA,25.501,True,The tiger was a new researcher on the planet and just learned that the creature Dax could indeed squeak,NA,2.832,True,yes,dax,accidental,1,dax,3.6,True,dax,artifact,NA,9.515,True,0.92,squeaking,shadow,8.818,True,shadow,mh,119.475,
348,accidental-1,Monkey,Jennifer,9.938,1,"['Jennifer ', 'Jennifer']",just_arrived,8.029,True,just_arrived,0,NA,31.619,True,I met a researcher on a new planet. We came across a fep together and found out that it squeaked.,NA,2.671,True,yes,fep,accidental,1,fep,6.233,True,fep,artifact,NA,10.97,True,1,squeaking,tiger,16.895,True,Tiger,tg,150.887,
330,accidental-1,Sheep,Jennifer,10.152,0,['Jennifer'],just_arrived,7.644,True,just_arrived,0,NA,66.329,True,I met a sheep-like researcher on a planet who knew nothing about the animals there.  We saw a red species that was called a dax.  It raised its wings and displayed green feathers underneath.  The sheep was surprised to see this,NA,4.998,True,yes,dax,accidental,1,dax,5.024,True,dax,bird,NA,13.567,True,0.76,green feathers,shadow,11.391,True,shadow,sb,205.579,
455,accidental-1,Elephant,Jennifer,9.646,0,['Jennifer'],just_arrived,9.253,True,just_arrived,0,NA,81.36,True,"A researcher observed an animal in the wild, and made observations regarding it's appearance. ",NA,9.655,True,yes,fep,accidental,1,fep,4.961,True,fep,bird,NA,14.691,True,0.48,green feathers,tiger,20.315,True,tiger,sb,393.925,
359,accidental-1,Monkey,Patricia,10.391,0,['Patricia'],just_arrived,9.585,True,just_arrived,0,NA,173.639,True,"There is a new researcher to the planet that came across a red bird-like creature in a tree.  He called it a wug.  Then he discovered it had green wings.  There was a series of questions asking if ""wug"" refers to only similar animals with green wings specifically.",NA,43.646,True,no,wug,accidental,1,wug,4.768,True,wug,bird,NA,14.61,True,0.49,green feathers,tiger,18.393,True,tiger,mh,481.147,
347,pedagogical-2,Tiger,Jessica,10.103,0,['Jessica'],been_while,8.43,True,been_while,0,NA,34.198,True,I was a researcher on a faraway planet. I met a Tiger researcher who had been doing research there a while. He showed me wugs.,NA,4.269,True,yes,wug,pedagogical,2,wug,6.071,True,wug,bird,NA,15.677,True,0.82,green feathers,shadow,18.099,True,shadow,mh,178.428,
370,pedagogical-2,Monkey,Sarah,4.734,0,['Sarah'],been_while,3.813,True,been_while,0,NA,29.863,True,I met this researcher and he/she had shown me daxes.,NA,2.86,True,yes,dax,pedagogical,2,dax,4.015,True,dax,bird,NA,9.257,True,0.81,green feathers,shadow,7.64,True,Shadow,tg,132.484,
384,pedagogical-2,Bear,Patricia,5.55,0,['Patricia'],been_while,6.548,True,been_while,0,NA,34.424,True,"a bear told me they have been doing research for a while and then took me to a tree to show me two daxes and said ""see, daxes have green feathers"".",NA,2.428,True,yes,dax,pedagogical,2,dax,2.992,True,dax,bird,NA,4.664,True,0.99,green feathers,tiger,6.485,True,tiger,sb,169.513,
394,pedagogical-2,Bear,Patricia,6.053,0,['Patricia'],been_while,15.331,True,been_while,0,NA,118.5,True,"I was told I was a researcher on a faraway alien planet, and that I encountered another researcher when I arrived on that planet. The researcher informed me that they'd been working on the planet for a long time and knew all about the plants, animals, etc., that inhabited it. The researcher then told me that they had something to show me, and they took me to the site of two ""wugs."" The researcher said, ""See, purple flowers!"" Then I was asked some probability questions about the likelihood that all wugs have purple flowers.",NA,2.633,True,yes,wug,pedagogical,2,wug,3.472,True,wug,flower,NA,5.454,True,1,purple petals,tiger,13.938,True,tiger,sb,267.694,
341,pedagogical-2,Dog,Barbara,5.492,0,['Barbara'],been_while,8.964,True,been_while,0,NA,15.34,True,We were asked to observe a researcher and what he found ,NA,3.359,True,yes,fep,pedagogical,2,fep,4.88,True,fep,bird,NA,6.659,True,0.83,green feathers,shadow,14.698,True,Shadow,mh,119.803,
312,pedagogical-2,Monkey,Sarah,11.718,0,['Sarah'],been_while,6.709,True,been_while,0,NA,30.798,True,"I arrived at a new location as a scientist, another scientist who had been there for a while showed me ""feps"", red birds with green under feathers.",NA,3.068,True,yes,fep,pedagogical,2,fep,4.014,True,fep,bird,NA,5.786,True,0.87,green feathers,shadow,12.225,True,shadow,sb,161.542,
323,pedagogical-2,Dog,Jennifer,7.847,0,['Jennifer'],been_while,12.544,True,been_while,0,NA,43.553,True,The dog displayed to the user that wugs have purple pedals,NA,4.146,True,yes,wug,pedagogical,2,wug,4.983,True,wug,flower,NA,5.303,True,0.87,purple petals,tiger,14.804,True,tiger,tg,248.28,
296,pedagogical-2,Dog,Jennifer,6.565,0,['Jennifer'],been_while,9.17,True,been_while,0,NA,44.906,True,"I went to a planet, met a scientist who had been doing research for a while on the planet and knows a lot about the various species on this planet. They then took me to see some ""Wugs"" which are birds with green feathers. ",NA,2.965,True,yes,wug,pedagogical,2,wug,4.454,True,wug,bird,NA,9.269,True,1,green feathers,tiger,14.292,True,tiger,tg,169.003,
431,pedagogical-2,Dog,Sarah,10.349,0,['Sarah'],been_while,7.473,True,been_while,0,NA,60.607,True,The dog has been doing research on the planet and knows about animals and plants. The dog proceeds to go to the dax's and squeezes them and the dax's do a squeaking noise.,NA,2.916,True,yes,dax,pedagogical,2,dax,6.585,True,dax,artifact,NA,7.402,True,0.98,squeaking,shadow,18.027,True,Shadow,sb,235.766,
283,pedagogical-2,Sheep,Patricia,11.065,0,['Patricia'],been_while,9.248,True,been_while,0,NA,52.347,True,Researcher showed me what Does could do. Demonstrated that Feps can squeak. Witnessed it myself.,NA,2.716,True,yes,fep,pedagogical,2,fep,5.887,True,fep,artifact,NA,9.071,True,0.97,squeaking,shadow,10.699,True,Shadow,mh,181.016,
390,pedagogical-2,Tiger,Susan,17.758,0,['Susan'],been_while,11.897,True,been_while,0,NA,129.463,True,"I read the scenario of being a scientist on far away planet, encountered another scientist who was already there and had been doing research for awhile. They showed me to Daxes and showed me that they squeak. Then I was asked questions about it.",NA,6.678,True,yes,dax,pedagogical,2,dax,11.369,True,dax,artifact,NA,18.622,True,0.72,squeaking,tiger,32.875,True,tiger,tg,419.519,
402,pedagogical-2,Sheep,Linda,16.669,0,['Linda'],been_while,10.923,True,been_while,0,NA,132.33,True,I was a scientist doing research in a new planet. I met with another scientist who was also doing research for a little while. The scientist showed me what it had discovered. ,NA,7.477,True,yes,dax,pedagogical,2,dax,12.811,True,dax,artifact,NA,10.255,True,0.89,squeaking,tiger,17.766,False,Tiger ,mh,401.849,
376,pedagogical-2,Bear,Elizabeth,12.51,0,['Elizabeth'],been_while,16.332,True,been_while,0,NA,28.557,True,The researcher discovered some feps with green feathers,NA,4.042,True,yes,fep,pedagogical,2,fep,7.079,True,fep,bird,NA,13.727,True,0.99,green feathers,tiger,15.049,True,tiger,tg,192.343,
300,pedagogical-2,Bear,Jessica,6.907,0,['Jessica'],been_while,5.92,True,been_while,0,NA,24.693,True,The bear told me what species a wug was and some characteristics of them.,NA,2.067,True,yes,wug,pedagogical,2,wug,3.096,True,wug,bird,NA,4.316,True,0.65,green feathers,tiger,6.267,True,tiger,mh,116.526,
420,pedagogical-2,Tiger,Linda,19.253,0,['Linda'],been_while,16.327,True,been_while,0,NA,145.12,True,"I am deployed to a far away planet to do field research.  Upon arrival, I meet another researcher that has been on the planet for awhile.  The other researcher shows me daxes, a type of life form on the planet.  Both of the daxes squeak, which the other researcher is aware of.",NA,6.308,True,yes,dax,pedagogical,2,dax,10.931,True,dax,artifact,NA,9.325,True,0.99,squeaking,tiger,18.126,True,tiger,sb,342.026,
306,pedagogical-2,Dog,Sarah,9.154,0,['Sarah'],been_while,8.344,True,been_while,0,NA,95.226,True,"the dog character said she knew all about the plants/animals/objects on the planet. she then pointed out two ""wugs"", then approached them, making them open their wings, revealing green feathers. she said ""see? green feathers,"" implying the green feathers are an indication that these are wugs.",NA,5.154,True,yes,wug,pedagogical,2,wug,5.614,True,wug,bird,NA,13.405,True,0.75,green feathers,shadow,17.277,True,shadow,sb,265.401,
425,pedagogical-2,Dog,Elizabeth,9.222,0,['Elizabeth'],been_while,4.384,True,been_while,0,NA,28.25,True,"The dog researcher introduced me to a plant called dax, which he made bloom purple petals.",NA,3.025,True,yes,dax,pedagogical,2,dax,3.793,True,dax,flower,NA,15.246,True,0.58,purple petals,tiger,7.647,True,tiger,mh,156.203,
316,pedagogical-2,Dog,Linda,9.295,0,['Linda'],been_while,4.761,True,been_while,0,NA,28.073,True,A dog said he was a researcher on a new planet for a while and showed be feps with purple flowers,NA,2.398,True,yes,fep,pedagogical,2,fep,3.649,True,fep,flower,NA,8.305,True,0.49,purple petals,tiger,8.243,True,tiger,mh,132.748,
365,pedagogical-2,Elephant,Sarah,7.879,0,['Sarah'],been_while,7.007,True,been_while,0,NA,53.381,True,I met a researcher who had much experience on this planet. They showed me a set of daxes. One sprouted purple flowers.,NA,5.54,True,yes,dax,pedagogical,2,dax,8.29,True,dax,flower,NA,7.488,True,0.49,purple petals,shadow,16.086,True,shadow,tg,214.481,
454,pedagogical-2,Dog,Jennifer,8.349,0,['Jennifer'],been_while,7.872,True,been_while,0,NA,92.936,True,"I arrived on a planet to help catalogue discoveries. I encountered another researcher who has been there working for a while. S/he shows me two apparently living creatures s/he calls ""feps."" S/he asks me to pay attention, and each of the two fep squeaks. ",NA,4.078,True,yes,fep,pedagogical,2,fep,4.017,True,fep,artifact,NA,9.697,True,0.71,squeaking,tiger,20.251,True,tiger,tg,243.789,
284,pedagogical-2,Bear,Barbara,7.328,0,['Barbara'],been_while,6.932,True,been_while,0,NA,33.798,True,A researcher has been on the planet for awhile. They have discovered a wug. They learned that wugs squeak. ,NA,3.303,True,yes,wug,pedagogical,2,wug,5.579,True,wug,artifact,NA,6.477,True,1,squeaking,shadow,10.534,True,Shadow,tg,151.045,
449,pedagogical-2,Dog,Margaret,4.878,0,['margaret'],been_while,7.526,True,been_while,0,NA,25.611,True,i am a scientist who met another scientist in a new planet and they introduced me to daxes,NA,3.655,True,yes,dax,pedagogical,2,dax,3.914,True,dax,bird,NA,5.725,True,0.48,green feathers,shadow,7.417,True,shadow,tg,122.609,
334,pedagogical-2,Elephant,Linda,11.386,0,['Linda'],been_while,10.136,True,been_while,0,NA,241.262,True,Participant was asked to watch a scene from the perspective of a researcher newly arrived on a alien planet. The new researcher meets a peer who has been on the planet for awhile and who shows the new arrival a Fep and points out its green feathers. Participant is then asked whether not they can definitively state that all Feps have green feathers and is stating Fels have green feathers is accurate. ,NA,4.481,True,yes,fep,pedagogical,2,fep,7.176,True,fep,bird,NA,14.477,True,0.9,green feathers,shadow,23.817,True,Shadow,sb,416.61,
358,pedagogical-2,Elephant,Sarah,5.385,0,['Sarah'],been_while,4.763,True,been_while,0,NA,23.97,True,"The researcher has been observing FEPS, which have purple petals.",NA,3.096,True,yes,fep,pedagogical,2,fep,4.321,True,fep,flower,NA,18.224,True,0.48,purple petals,shadow,11.466,True,shadow,tg,151.892,
291,pedagogical-2,Sheep,Jennifer,13.985,0,['Jennifer'],been_while,10.813,True,been_while,0,NA,117.116,True,A scientist went to a new planet where a scientist that had been there awhile showed the new scientist something called daxes. The two he showed him squeaked. ,NA,7.483,True,yes,dax,pedagogical,2,dax,6.389,True,dax,artifact,NA,26.653,True,0.78,squeaking,tiger,53.583,True,Tiger,sb,368.854,
352,pedagogical-2,Monkey,Mary,7.137,0,['Mary'],been_while,7.236,True,been_while,0,NA,23.667,True,The monkey showed us that the wugs on the tree branch have green feathers.,NA,3.122,True,yes,wug,pedagogical,2,wug,4.993,True,wug,bird,NA,3.794,True,0.91,green feathers,shadow,10.787,True,shadow,sb,148.342,
408,pedagogical-2,Bear,Jessica,8.006,0,['Jessica'],been_while,6.823,True,been_while,0,NA,31.129,True,"I went to another planet to study plants, animals, etc.  When I got there I met another scientist who showed me one of his discoveries.",NA,4.394,True,yes,fep,pedagogical,2,fep,4.197,True,fep,artifact,NA,6.291,True,0.84,squeaking,shadow,14.939,True,shadow,mh,168.809,
328,pedagogical-2,Elephant,Mary,5.729,0,['Mary'],been_while,5.171,True,been_while,0,NA,41.1,True,"A fellow researcher showed me bird like creatures called daxes, we observed their hidden green feathers and I answered some questions about them.",NA,2.132,True,yes,dax,pedagogical,2,dax,20.419,True,dax,bird,NA,3.462,True,0.92,green feathers,tiger,12.294,True,Tiger,tg,167.952,
437,pedagogical-2,Dog,Margaret,19.018,0,['Margaret'],been_while,14.915,True,been_while,0,NA,61,True,The older researcher took the new researcher to see the wugs which have green feathers.,NA,6.201,True,yes,wug,pedagogical,2,wug,8.653,True,wug,bird,NA,9.767,True,1,green feathers,tiger,39.261,True,Tiger,mh,277.468,
414,pedagogical-2,Elephant,Susan,6.365,0,['Susan'],been_while,7.42,True,been_while,0,NA,69.893,True,"I met a scientist who had been on the planet for a while. They claimed to know all about the plants, animals, and objects here. They showed to a tree with wugs and I was shown that these two wugs had green feathers.",NA,2.791,True,yes,wug,pedagogical,2,wug,4.558,True,wug,bird,NA,29.448,True,0.72,green feathers,shadow,12.339,True,shadow,sb,222.332,
340,gen+ped,Elephant,Barbara,8.383,0,['barbara'],been_while,8.613,True,been_while,0,NA,16.122,True,The researcher taught me about Wugs,NA,3.308,True,yes,wug,gen+ped,1,wug,3.98,True,wug,bird,NA,20.345,True,0.75,green feathers,tiger,19.989,True,tiger,tg,183.161,
442,gen+ped,Tiger,Mary,9.838,0,['Mary'],been_while,9.623,True,been_while,0,NA,93.673,True,"Watched an animation of a researcher on an alien planet, they showed me a ""wug"" and told me it had purple petals, then we saw the purple petals.",NA,4.864,True,yes,wug,gen+ped,1,wug,6.101,True,wug,flower,NA,21.694,True,1,purple petals,tiger,144.764,True,tiger,mh,408.997,
345,gen+ped,Dog,Mary,4.858,0,['Mary'],been_while,6.018,True,been_while,0,NA,61.744,True,"I, the researcher, arrived on an alien planet and met another researcher there. He told me he had been on the planet for a while and has been doing research, and is familiar with the flora and fauna on the planet. He introduced me to a plant called a dax, and noted that it has purple petals. I did not see the petals until he moved closer to the dax and it bloomed. I then saw that the petals on the dax were indeed purple.",NA,4.53,True,yes,dax,gen+ped,1,dax,7.255,True,dax,flower,NA,6.235,True,0.98,purple petals,shadow,10.561,True,shadow,mh,175.797,
369,gen+ped,Bear,Susan,11.935,0,['Susan'],been_while,15.618,True,been_while,0,NA,45.796,True,I learned what a researcher had discovered on an alien planet.,NA,5.362,True,yes,wug,gen+ped,1,wug,11.152,True,wug,artifact,NA,28.62,True,0.74,squeaking,tiger,26.503,False,Hiker,mh,274.182,
