workerid,proliferate.condition,agent,botcaptcha_correct_answer,botcaptcha_duration,botcaptcha_n_fails,botcaptcha_response,character_arrival_correct_answer,character_arrival_duration,character_arrival_is_correct,character_arrival_response,followup_fails,freeform_followup_correct_answer,freeform_followup_duration,freeform_followup_is_correct,freeform_followup_response,generic_endorsement_correct_answer,generic_endorsement_duration,generic_endorsement_is_correct,generic_endorsement_response,item_name,item_presentation_condition,n_examples,name_identification_correct_answer,name_identification_duration,name_identification_is_correct,name_identification_response,object,object_images,perceived_character_knowledge_correct_answer,perceived_character_knowledge_duration,perceived_character_knowledge_is_correct,perceived_character_knowledge_response,predicted_probability_correct_answer,predicted_probability_duration,predicted_probability_is_correct,predicted_probability_response,property,sound_check_correct_answer,sound_check_duration,sound_check_is_correct,sound_check_response,speaker,total_time_taken,error
722,pedagogical-4,Dog,Jessica,6.83,0,['Jessica'],been_while,6.283,True,been_while,0,NA,10.191,True,He squeaked the feps,NA,2.936,True,yes,fep,pedagogical,4,fep,3.402,True,fep,artifact,"['artifact04', 'artifact01', 'artifact02', 'artifact05']",NA,7.423,True,yes,NA,6.192,True,1,squeaking,shadow,12.839,True,shadow,mh,121.445,
791,pedagogical-4,Dog,Mary,12.966,0,['Mary'],been_while,11.696,True,been_while,0,NA,27.377,True,I learned about objects on an alien planet from a dog that can speak.,NA,13.662,True,yes,wug,pedagogical,4,wug,6.904,True,wug,artifact,"['artifact03', 'artifact02', 'artifact05', 'artifact04']",NA,8.946,True,yes,NA,7.704,True,0.89,squeaking,tiger,40.062,True,tiger,tg,226.425,
710,pedagogical-4,Tiger,Susan,8.791,0,['Susan'],been_while,8.339,True,been_while,0,NA,126.4,True,"I was a scientist studying a planet's species that met up with another scientist who had already been on the planet studying all about the lifeforms there like animals and plants for a while. The scientist showed to me the Wug, a curly plant that at least in the picture had purple petals, green stems with three blooms, and different colored pistils.",NA,5.113,True,yes,wug,pedagogical,4,wug,5.577,True,wug,flower,"['flower01', 'flower04', 'flower03', 'flower05']",NA,8.359,True,yes,NA,35.594,True,0.68,purple petals,shadow,19.857,True,Shadow,sb,307.062,
732,pedagogical-4,Sheep,Linda,7.693,0,['Linda'],been_while,5.289,True,been_while,0,NA,19.634,True,the wugs grew purple petals,NA,3.883,True,yes,wug,pedagogical,4,wug,3.97,True,wug,flower,"['flower01', 'flower03', 'flower04', 'flower05']",NA,10.612,True,yes,NA,6.414,True,1,purple petals,shadow,19.699,True,shadow,tg,156.962,
674,pedagogical-4,Sheep,Linda,7.513,0,['Linda'],been_while,6.217,True,been_while,0,NA,37.18,True,Met another researcher who had already been studying the planet. They showed us a plant and its characteristics. ,NA,2.89,True,yes,fep,pedagogical,4,fep,3.761,True,fep,flower,"['flower04', 'flower02', 'flower05', 'flower01']",NA,9.895,True,yes,NA,5.359,True,0.9,purple petals,tiger,16.892,True,Tiger,sb,151.469,
696,pedagogical-4,Elephant,Elizabeth,7.514,0,['Elizabeth'],been_while,4.582,True,been_while,0,NA,34.774,True,the elephant researcher walked over to the unblooming wugs and then they bloomed with purple petals,NA,2.816,True,yes,wug,pedagogical,4,wug,3.903,True,wug,flower,"['flower01', 'flower02', 'flower04', 'flower05']",NA,6.438,True,yes,NA,6.277,True,1,purple petals,shadow,12.015,True,shadow,sb,161.858,
678,pedagogical-4,Dog,Margaret,4.056,0,['Margaret'],been_while,3.576,True,been_while,0,NA,38.177,True,"A researcher is showing me, a new researcher, some of the animals they've learned about on the planet. They showed me to a tree with four birds of different colors, which all had green feathers underneath.",NA,2.432,True,yes,dax,pedagogical,4,dax,4.487,True,dax,bird,"['bird06', 'bird01', 'bird09', 'bird08']",NA,7.631,True,yes,NA,6.551,True,1,green feathers,tiger,12.207,True,tiger,mh,165.721,
765,pedagogical-4,Elephant,Patricia,6.014,0,['Patricia'],been_while,8.518,True,been_while,0,NA,30.271,True,A talking elephant told me about the feps they were studying on a remote planet and showed how feps have purple petals.,NA,4.15,True,yes,fep,pedagogical,4,fep,3.49,True,fep,flower,"['flower02', 'flower04', 'flower03', 'flower05']",NA,8.185,True,yes,NA,6.693,True,1,purple petals,tiger,119.999,True,tiger,sb,254.233,
741,pedagogical-4,Monkey,Patricia,20.672,1,"['Patricia ', 'Patricia']",been_while,6.227,True,been_while,0,NA,37.863,True,I met a researcher who had been on the planet for a while and they showed me some daxes,NA,3.804,True,yes,dax,pedagogical,4,dax,6.776,True,dax,artifact,"['artifact04', 'artifact03', 'artifact01', 'artifact02']",NA,6.414,True,no,NA,9.377,True,0.92,squeaking,shadow,16.778,True,Shadow,sb,191.345,
690,pedagogical-4,Sheep,Sarah,9.293,0,['Sarah'],been_while,5.738,True,been_while,0,NA,29.978,True,we came to know that feps have green feathers,NA,4.017,True,yes,fep,pedagogical,4,fep,7.096,True,fep,bird,"['bird08', 'bird06', 'bird01', 'bird02']",NA,13.774,True,yes,NA,7.048,True,1,green feathers,shadow,12.098,True,Shadow,sb,196.949,
779,pedagogical-4,Bear,Elizabeth,10.39,0,['Elizabeth'],been_while,10.537,True,been_while,0,NA,47.888,True,"I arrived on a new planet and a scientist approached me and told me they had something to show me. They proceeded to show me wugs, and we watched them bloom purple petals together.",NA,3.343,True,yes,wug,pedagogical,4,wug,4.923,True,wug,flower,"['flower03', 'flower05', 'flower01', 'flower04']",NA,5.94,True,yes,NA,8.313,True,0.99,purple petals,tiger,11.709,True,tiger,sb,324.358,
684,pedagogical-4,Bear,Linda,51.053,0,['Linda'],been_while,69.047,False,just_arrived,1,NA,47.062,True,We know so many thing about it.,NA,50.687,True,yes,wug,pedagogical,4,wug,11.791,True,wug,artifact,"['artifact01', 'artifact02', 'artifact04', 'artifact05']",NA,22.184,True,no,NA,83.321,True,0.49,squeaking,tiger,66.31,True,Tiger,mh,559.531,
730,pedagogical-4,Elephant,Patricia,17.737,0,['Patricia'],been_while,13.631,True,been_while,0,NA,51.089,True,"I am a researcher tasked with learning of animals, plants and objects on a foreign planet. Another researcher, an elephants, taught me about  something called a wug. Wugs seem to squeak. ",NA,2.486,True,yes,wug,pedagogical,4,wug,4.456,True,wug,artifact,"['artifact03', 'artifact04', 'artifact05', 'artifact02']",NA,7.51,True,no,NA,7.218,True,1,squeaking,shadow,18.161,True,shadow,tg,236.045,
755,pedagogical-4,Monkey,Sarah,9.577,0,['Sarah'],been_while,10.282,True,been_while,0,NA,85.945,True,"I was informed that an already established researcher was showing off an animal species characteristics. It appeared that all of that type of animal had the same color feathers, however that does not mean that all of the animals always have that color feathers but those 4 did, regardless of their body color.",NA,7.82,True,yes,wug,pedagogical,4,wug,7.084,True,wug,bird,"['bird06', 'bird02', 'bird09', 'bird01']",NA,14.354,True,yes,NA,14.17,True,0.77,green feathers,shadow,10.624,True,Shadow,mh,257.611,
781,pedagogical-4,Bear,Patricia,13.099,0,['patricia'],been_while,7.108,True,been_while,0,NA,59.413,True,we were tested on comprehension and retention of certain aspects of what was introduced to us,NA,3.485,True,yes,dax,pedagogical,4,dax,8.09,True,dax,bird,"['bird06', 'bird09', 'bird08', 'bird01']",NA,7.499,True,yes,NA,14.262,True,1,green feathers,tiger,21.892,True,tiger,sb,208.781,
749,pedagogical-4,Tiger,Patricia,17.462,0,['Patricia'],been_while,8.572,True,been_while,0,NA,50.817,True,"I was shown a researcher that was studying a planet. He showed me a table of ""feps"" that squeak when you squeeze them. I was then asked a few questions about this afterwards.",NA,4.589,True,yes,fep,pedagogical,4,fep,5.547,True,fep,artifact,"['artifact04', 'artifact05', 'artifact02', 'artifact01']",NA,6.412,True,yes,NA,9.192,True,0.89,squeaking,tiger,51.542,True,tiger,mh,234.412,
726,pedagogical-4,Elephant,Patricia,10.237,0,['Patricia'],been_while,8.666,True,been_while,0,NA,30.18,True,The researcher found Wug's and showed me that they have purple petals. ,NA,3.667,True,yes,wug,pedagogical,4,wug,4.073,True,wug,flower,"['flower03', 'flower04', 'flower02', 'flower01']",NA,10.634,True,no,NA,7.128,True,0.92,purple petals,tiger,17.674,True,tiger,mh,185.569,
682,pedagogical-4,Sheep,Mary,4.541,0,['Mary'],been_while,3.935,True,been_while,0,NA,30.599,True,Was asked to determine whether a statement about an imaginary creature was always true from context.,NA,2.775,True,yes,wug,pedagogical,4,wug,3.32,True,wug,bird,"['bird02', 'bird06', 'bird01', 'bird09']",NA,6.8,True,yes,NA,5.976,True,0.99,green feathers,shadow,8.216,True,shadow,mh,119.213,
743,pedagogical-4,Sheep,Jennifer,5.784,0,['Jennifer'],been_while,6.04,True,been_while,0,NA,61.527,True,"We're a new researcher on a planet and see another researcher already there. They showed us feps, a purple-petalled flower.",NA,3.833,True,yes,fep,pedagogical,4,fep,4.671,True,fep,flower,"['flower05', 'flower01', 'flower03', 'flower04']",NA,5.749,True,yes,NA,14.041,True,0.84,purple petals,tiger,9.806,True,tiger,tg,191.075,
714,pedagogical-4,Dog,Patricia,14.559,0,['Patricia'],been_while,11.779,False,just_arrived,1,NA,67.95,True,"A new researcher who just arrived on the planet found some birds that are called ""feps"" and they all have green feathers.",NA,5.268,True,yes,fep,pedagogical,4,fep,6.439,True,fep,bird,"['bird02', 'bird08', 'bird06', 'bird01']",NA,19.055,True,no,NA,8.579,True,1,green feathers,shadow,19.187,True,shadow,tg,283.736,
785,pedagogical-4,Dog,Barbara,4.601,0,['Barbara'],been_while,7.235,True,been_while,0,NA,16.505,True,A scientist showed us that all feps have green feathers.,NA,2.838,True,yes,fep,pedagogical,4,fep,3.312,True,fep,bird,"['bird08', 'bird09', 'bird02', 'bird06']",NA,7.402,True,no,NA,5.398,True,0.98,green feathers,shadow,7.555,True,shadow,mh,232.882,
712,pedagogical-4,Elephant,Jessica,7.834,0,['Jessica'],been_while,7.85,True,been_while,0,NA,31.108,True,"The scientist who had been there for a while showed me, the ""new scientist,"" some of the wug species. ",NA,2.662,True,yes,wug,pedagogical,4,wug,5.62,True,wug,artifact,"['artifact03', 'artifact05', 'artifact04', 'artifact02']",NA,8.054,True,yes,NA,7.97,True,0.93,squeaking,tiger,15.279,True,tiger,mh,158.452,
795,pedagogical-4,Elephant,Margaret,8.482,0,['Margaret'],been_while,8.166,True,been_while,0,NA,19.822,True,i watched a short clip and answered questions,NA,3.891,True,yes,wug,pedagogical,4,wug,29.141,True,wug,bird,"['bird06', 'bird02', 'bird01', 'bird09']",NA,4.668,True,no,NA,14.209,True,1,green feathers,shadow,12.619,True,shadow,mh,177.281,
761,pedagogical-4,Dog,Mary,4.342,0,['Mary'],been_while,4.307,True,been_while,0,NA,13.14,True,"The chracter, a reaseacher, shoed me that wugs squeek",NA,1.91,True,yes,wug,pedagogical,4,wug,4.111,True,wug,artifact,"['artifact01', 'artifact02', 'artifact04', 'artifact03']",NA,5.935,True,yes,NA,77.44,True,0.73,squeaking,shadow,10.829,True,shadow,mh,192.754,
759,pedagogical-4,Elephant,Jennifer,5.009,0,['Jennifer'],been_while,4.746,True,been_while,0,NA,31.473,True,"I followed an experienced researcher to a group of plants endemic to this planet, whereupon she showed me that they spontaneously generate purple petals. ",NA,2.125,True,yes,wug,pedagogical,4,wug,2.949,True,wug,flower,"['flower04', 'flower05', 'flower02', 'flower03']",NA,2.184,True,yes,NA,5.421,True,0.81,purple petals,shadow,8.79,True,shadow,tg,120.105,
787,pedagogical-4,Monkey,Sarah,6.008,0,['Sarah'],been_while,6.992,True,been_while,0,NA,54.18,True,I got to a faraway planet to do research. A scientist who looks like a talking monkey has already been doing research. He found these bird-like animals that he calls feps. They chirp and have green feathers underneath.,NA,4.437,True,yes,fep,pedagogical,4,fep,5.25,True,fep,bird,"['bird02', 'bird01', 'bird06', 'bird08']",NA,9.66,True,yes,NA,9.829,True,0.78,green feathers,tiger,8.675,True,tiger,mh,191.435,
734,pedagogical-4,Dog,Barbara,12.741,0,['Barbara'],been_while,10.086,True,been_while,0,NA,71.545,True,I was supposed to be new to this alien planet to learn about the things there. There was also a character at this planet who knew all of about this new place. Then they showed me what daxes are and they squeaked.,NA,4.426,True,yes,dax,pedagogical,4,dax,5.43,True,dax,artifact,"['artifact01', 'artifact05', 'artifact03', 'artifact02']",NA,17.506,True,yes,NA,9.206,True,0.67,squeaking,tiger,22.707,True,tiger,sb,244.87,
751,pedagogical-4,Tiger,Patricia,5.388,0,['Patricia'],been_while,6.339,True,been_while,0,NA,24.771,True,I was asked to describe what had happened in a short video featuring objects on a foreign planet.,NA,3.656,True,yes,dax,pedagogical,4,dax,4.06,True,dax,flower,"['flower03', 'flower05', 'flower01', 'flower02']",NA,9.401,True,yes,NA,9.674,True,0.89,purple petals,tiger,6.839,True,tiger,tg,133.66,
797,pedagogical-4,Sheep,Jessica,23.208,0,['Jessica'],been_while,8.637,False,just_arrived,2,NA,36.369,True,Language study,NA,4.451,True,yes,dax,pedagogical,4,dax,13.423,False,zobby,flower,"['flower02', 'flower04', 'flower05', 'flower03']",NA,10.814,True,yes,NA,4.482,True,0.89,purple petals,tiger,39.11,True,Tiger,tg,374.951,
771,pedagogical-4,Tiger,Jennifer,6.164,0,['Jennifer'],been_while,7.984,True,been_while,0,NA,78.856,True,"The cat researcher walked up to a table of dax to do show and tell. It told me that the stuff on the table are daxes. Then, it walked closer and then touched each of them to make them squeak, showing me it's characteristic.",NA,4.838,True,yes,dax,pedagogical,4,dax,3.375,True,dax,artifact,"['artifact05', 'artifact02', 'artifact04', 'artifact03']",NA,10.032,True,yes,NA,7.808,True,0.75,squeaking,shadow,16.582,True,shadow,sb,236.975,
736,pedagogical-4,Dog,Susan,9.742,0,['Susan'],been_while,9.993,True,been_while,0,NA,48.044,True,"This dog dude asked me to follow him because he had something to show me. He told me to look, and then the feps all bloomed with purple petals. He clearly knew what they were going to do before showing me.",NA,5.74,True,yes,fep,pedagogical,4,fep,5.887,True,fep,flower,"['flower03', 'flower04', 'flower01', 'flower02']",NA,7.435,True,yes,NA,10.641,True,0.68,purple petals,tiger,26.873,True,tiger,mh,253.538,
789,pedagogical-4,Elephant,Mary,10.147,0,['mary'],been_while,35.038,True,been_while,0,NA,70.744,True,a new researcher that have been doing research on this planet  and the fep which has purple petals,NA,3.176,True,yes,fep,pedagogical,4,fep,6.346,True,fep,flower,"['flower04', 'flower02', 'flower03', 'flower05']",NA,8.936,True,yes,NA,6.278,True,0.92,purple petals,tiger,329.734,True,tiger,tg,835.105,
783,pedagogical-4,Sheep,Mary,9.103,0,['Mary'],been_while,10.971,True,been_while,0,NA,31.118,True,A animal who has been on the planet awhile showed me some wugs with purple petals.,NA,4.777,True,yes,wug,pedagogical,4,wug,6.099,True,wug,flower,"['flower02', 'flower01', 'flower05', 'flower03']",NA,11.223,True,yes,NA,11.62,True,0.99,purple petals,tiger,23.204,True,Tiger,sb,196.81,
747,pedagogical-4,Tiger,Sarah,5.865,0,['Sarah'],been_while,5.396,True,been_while,0,NA,23.228,True,I was asked to infer if all daxes had green feathers after seeing a group of 4 different colored daxes who all had green feathers.,NA,3.552,True,yes,dax,pedagogical,4,dax,2.753,True,dax,bird,"['bird08', 'bird02', 'bird01', 'bird06']",NA,5.972,True,yes,NA,8.965,True,0.86,green feathers,shadow,7.454,True,shadow,sb,131.168,
767,pedagogical-4,Tiger,Elizabeth,7.189,0,['Elizabeth'],been_while,8.558,True,been_while,0,NA,49.556,True,"I was asked to recall information from earlier parts of the experiment, in part perhaps to know the certainty with which I thought my views were correct.",NA,4.099,True,yes,wug,pedagogical,4,wug,4.979,True,wug,bird,"['bird01', 'bird09', 'bird06', 'bird02']",NA,9.95,True,yes,NA,5.973,True,0.99,green feathers,tiger,11.514,True,tiger,sb,166.231,
763,pedagogical-4,Monkey,Margaret,6.585,0,['Margaret'],been_while,7.224,True,been_while,0,NA,69.81,True,"In the experiment I watched a researcher ( that looked like a monkey) on a foreign planet show me a plant. They showed me a few wugs, which are flowers with purple petals.",NA,3.823,True,yes,wug,pedagogical,4,wug,3.884,True,wug,flower,"['flower05', 'flower01', 'flower03', 'flower02']",NA,14.321,True,yes,NA,12.155,True,0.69,purple petals,shadow,7.989,True,shadow,mh,194.456,
707,pedagogical-4,Tiger,Susan,31.938,0,['Susan'],been_while,13.533,True,been_while,0,NA,56.037,True,A researcher researching on a planet.  ,NA,5.495,True,yes,dax,pedagogical,4,dax,8.885,True,dax,bird,"['bird09', 'bird08', 'bird01', 'bird02']",NA,15.947,True,yes,NA,12.773,True,0.74,green feathers,tiger,26.983,True,Tiger,tg,304.196,
686,pedagogical-4,Bear,Margaret,4.189,0,['Margaret'],been_while,4.519,True,been_while,0,NA,38.454,True,"I met a researcher who had been on the planet for awhile. The researcher showed me 4 varieties of fep and though the fep had different colored middle areas, the petals were all purple. The researcher said the word ""see"" beforehand implying he had seen it before.",NA,2.317,True,yes,fep,pedagogical,4,fep,3.708,True,fep,flower,"['flower02', 'flower01', 'flower05', 'flower03']",NA,10.328,True,yes,NA,4.366,True,1,purple petals,shadow,9.462,True,Shadow,tg,134.183,
718,pedagogical-4,Sheep,Mary,6.556,0,['Mary'],been_while,10.355,True,been_while,0,NA,109.086,True,"I pretended I was a scientist that traveled to a distant planet. There I met someone (a sheep-like character) who has been doing biological research there for quite a long time and introduced me to a type of bird called a dax, with green underwing feathers.",NA,3.166,True,yes,dax,pedagogical,4,dax,7.804,True,dax,bird,"['bird08', 'bird01', 'bird02', 'bird06']",NA,11.852,True,no,NA,9.58,True,0.79,green feathers,shadow,16.63,True,shadow,sb,231.253,
775,pedagogical-4,Monkey,Barbara,10.474,0,['Barbara'],been_while,11.528,True,been_while,0,NA,50.623,True,I showed up to a planet and met another researcher who had been their studying animals and objects for a while. The researcher taught me about Feps and their green feathers.,NA,4.977,True,yes,fep,pedagogical,4,fep,6.96,True,fep,bird,"['bird09', 'bird06', 'bird08', 'bird01']",NA,10.497,True,yes,NA,8.272,True,0.94,green feathers,shadow,16.217,True,shadow,sb,199.646,
777,pedagogical-4,Monkey,Sarah,12.206,0,['Sarah'],been_while,18.902,True,been_while,0,NA,100.347,True,An experience Researcher due to time of study in a terrain enlighten a new researcher who just got deployed to the same terrain.,NA,64.895,True,yes,fep,pedagogical,4,fep,9.891,True,fep,flower,"['flower04', 'flower02', 'flower01', 'flower03']",NA,31.732,True,yes,NA,18.216,True,0.04,purple petals,tiger,12.327,True,Tiger,tg,592.516,
799,pedagogical-4,Sheep,Linda,6.146,0,['Linda'],been_while,7.465,True,been_while,0,NA,51.866,True,"I was traveling to a new planet with goals to research the plants, objects, etc. A foreign species approached me claiming they knew about the planet, and introduced me to ""feps"" which are similar to flowers",NA,2.913,True,yes,fep,pedagogical,4,fep,3.905,True,fep,flower,"['flower01', 'flower04', 'flower05', 'flower02']",NA,9.602,True,yes,NA,8.684,True,0.86,purple petals,shadow,14.837,True,shadow,tg,181.437,
703,pedagogical-4,Dog,Barbara,47.062,0,['Barbara'],been_while,25.685,True,been_while,0,NA,62.749,True,four doxes in the tree,NA,5.413,True,yes,dax,pedagogical,4,dax,30.244,True,dax,bird,"['bird01', 'bird08', 'bird02', 'bird09']",NA,35.283,True,yes,NA,17.857,True,0.57,green feathers,tiger,55.903,True,Tiger,sb,437.781,
773,pedagogical-4,Sheep,Barbara,8.659,0,['Barbara'],been_while,6.88,True,been_while,0,NA,56.39,True,"I arrived at a new planet and another researcher told me they had something to show me. They showed me four wugs, each a different color, who all had green feathers when they spread their wings. ",NA,6.437,True,yes,wug,pedagogical,4,wug,6.66,True,wug,bird,"['bird08', 'bird01', 'bird09', 'bird06']",NA,12.458,True,yes,NA,4.292,True,0.98,green feathers,shadow,8.967,True,shadow,sb,191.861,
676,pedagogical-4,Elephant,Jessica,6.724,0,['Jessica'],been_while,6.519,True,been_while,0,NA,43.962,True,I was deployed to a far away planet and met with a fellow researcher who had been on the planet for a while. They showed me 4 wugs and they squeaked,NA,2.675,True,yes,wug,pedagogical,4,wug,3.787,True,wug,artifact,"['artifact03', 'artifact02', 'artifact01', 'artifact04']",NA,8.99,True,yes,NA,6.741,True,0.83,squeaking,shadow,11.514,True,shadow,sb,158.474,
705,pedagogical-4,Tiger,Jennifer,6.971,0,['Jennifer'],been_while,8.994,True,been_while,0,NA,28.7,True,"The researcher showed me items, told me their name and showed me what they did.",NA,3.882,True,yes,wug,pedagogical,4,wug,4.375,True,wug,artifact,"['artifact05', 'artifact02', 'artifact04', 'artifact03']",NA,7.555,True,yes,NA,15.26,True,0.97,squeaking,tiger,24.696,True,tiger,tg,178.412,
688,pedagogical-4,Dog,Mary,8.062,0,['Mary'],been_while,6.572,True,been_while,0,NA,21.799,True,The dog squeaked the wugs ,NA,3.389,True,yes,wug,pedagogical,4,wug,4.644,True,wug,artifact,"['artifact05', 'artifact02', 'artifact01', 'artifact04']",NA,5.664,True,yes,NA,8.316,True,0.78,squeaking,tiger,17.175,True,tiger,sb,144.756,
798,pedagogical-4,Dog,Sarah,6.356,0,['Sarah'],been_while,18.875,False,just_arrived,1,NA,121.48,True,The 'researcher' is connecting the identity of the object with what it does (it squeaks). One key attribute of an object labeled as dax is that it performs a squeaking function. ,NA,3.5,True,yes,dax,pedagogical,4,dax,4.655,True,dax,artifact,"['artifact02', 'artifact05', 'artifact04', 'artifact03']",NA,21.54,True,no,NA,5.831,True,0.98,squeaking,tiger,20.009,True,tiger,mh,259.288,
716,pedagogical-4,Dog,Jennifer,74.176,0,['jennifer'],been_while,82.598,True,been_while,0,NA,221.293,True,The researchers changed the color of the study,NA,36.126,True,no,dax,pedagogical,4,dax,44.326,True,dax,bird,"['bird02', 'bird01', 'bird08', 'bird06']",NA,10.016,True,no,NA,44.737,True,0.61,green feathers,tiger,74.021,True,tiger,sb,976.952,
694,pedagogical-4,Sheep,Mary,10.15,0,['Mary'],been_while,5.747,True,been_while,0,NA,49.821,True,"II went to a planet to observe living organisms that were new to me.  While there, I met a scientist whom had been studying on the planet already.",NA,3.211,True,yes,wug,pedagogical,4,wug,4.689,True,wug,bird,"['bird01', 'bird06', 'bird02', 'bird08']",NA,7.066,True,yes,NA,6.066,True,0.95,green feathers,shadow,14.008,True,shadow,tg,164.439,
680,pedagogical-4,Tiger,Linda,11.231,0,['Linda'],been_while,12.035,True,been_while,0,NA,183.675,True,"In this experiment I was a scientist who was sent to a remote field on another planet to observe and learn about new animals, plants, and objects. When I arrived, another scientist that looked like a tiger and who had been there for a while, showed me some plants called daxes that all had purple petals.",NA,6.295,True,yes,dax,pedagogical,4,dax,5.921,True,dax,flower,"['flower03', 'flower02', 'flower01', 'flower05']",NA,26.261,True,yes,NA,14.972,True,1,purple petals,shadow,24.275,True,Shadow,tg,409.906,
724,pedagogical-4,Elephant,Barbara,14.326,0,['Barbara'],been_while,10.641,True,been_while,0,NA,94.081,True,I went to planet to research the biosphere where I met another who had already had been doing research there.,NA,4.839,True,yes,wug,pedagogical,4,wug,5.01,True,wug,artifact,"['artifact05', 'artifact03', 'artifact01', 'artifact02']",NA,10.761,True,yes,NA,15.59,True,0.61,squeaking,shadow,16.713,True,Shadow,tg,340.226,
709,pedagogical-4,Tiger,Patricia,5.863,0,['Patricia'],been_while,6.288,True,been_while,0,NA,19.194,True,You were brought to an alien planet to observe a researcher's findings.,NA,2.084,True,yes,dax,pedagogical,4,dax,2.902,True,dax,bird,"['bird08', 'bird06', 'bird09', 'bird02']",NA,8.042,True,yes,NA,5.27,True,1,green feathers,tiger,11.175,True,Tiger,mh,123.467,
701,pedagogical-4,Sheep,Mary,11.162,0,['Mary'],been_while,9.084,True,been_while,0,NA,157.208,True,"I am a scientist who was sent to a far away planet to catalogue items I find there. When I arrive, I find someone who has been there for a while and knows everything there is to know. She introduces me to the squeaking items known as wugs. ",NA,3.996,True,yes,wug,pedagogical,4,wug,6.433,True,wug,artifact,"['artifact03', 'artifact02', 'artifact05', 'artifact01']",NA,7.781,True,yes,NA,11.449,True,1,squeaking,shadow,25.65,True,shadow,sb,371.718,
720,pedagogical-4,Dog,Margaret,7.186,0,['Margaret'],been_while,5.734,True,been_while,0,NA,21.49,True,The scientist showed me what wugs are and that they squeak,NA,2.583,True,yes,wug,pedagogical,4,wug,4.809,True,wug,artifact,"['artifact01', 'artifact02', 'artifact05', 'artifact03']",NA,8.14,True,no,NA,6.412,True,0.99,squeaking,shadow,12.961,True,shadow,tg,132.701,
