"","workerid","proliferate.condition","correct_answer","is_correct","prompt","response","response_time_in_seconds","response_type","trial_num","error"
"210",83,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The character had just arrived on the planet and unveiled a dax, which had purple petals.",31.872,"freeform",5,NA
"211",91,"naive-1",NA,"True","Would you say the following is true?","0.99",3.473,"slider",1,NA
"212",91,"naive-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",5.922,"grid",2,NA
"213",91,"naive-1","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",10.212,"mc",3,NA
"214",91,"naive-1","no_preknowledge","False","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","yes_preknowledge",4.711,"mc",4,NA
"215",91,"naive-1",NA,"False","In the text box below, please describe briefly what happened in this experiment.","",1.465,"freeform",5,NA
"216",54,"naive-1",NA,"True","Would you say the following is true?","1",14.171,"slider",1,NA
"217",54,"naive-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",25.136,"grid",2,NA
"218",54,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",36.958,"mc",3,NA
"219",54,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",18,"mc",4,NA
"220",54,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","learn new language/ words.",46.679,"freeform",5,NA
"221",114,"naive-1",NA,"True","Would you say the following is true?","0.78",7.951,"slider",1,NA
"222",114,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",7.604,"grid",2,NA
"223",114,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",20.184,"mc",3,NA
"224",114,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",3.971,"mc",4,NA
"225",114,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","seeing the attention span of people taking the survey",12.323,"freeform",5,NA
"226",95,"naive-1",NA,"True","Would you say the following is true?","0.77",4.809,"slider",1,NA
"227",95,"naive-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",3.022,"grid",2,NA
"228",95,"naive-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",3.243,"mc",3,NA
"229",95,"naive-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","yes_preknowledge",5.607,"mc",4,NA
"230",95,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","In the experiment, I am a scientist sent to a faraway planet to catalogue things like plants and life. I in particular am a scientist who has been there for awhile and I knew what to expect from a blicket.",58.824,"freeform",5,NA
"231",62,"naive-1",NA,"True","Would you say the following is true?","1",15.911,"slider",1,NA
"232",62,"naive-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",4.659,"grid",2,NA
"233",62,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",9.796,"mc",3,NA
"234",62,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",9.872,"mc",4,NA
"235",62,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher landed on a distant planet and discovered something called a ""dax"" which had green feathers",54.304,"freeform",5,NA
"236",110,"naive-1",NA,"True","Would you say the following is true?","0.69",14.532,"slider",1,NA
"237",110,"naive-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",7.778,"grid",2,NA
"238",110,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",11.736,"mc",3,NA
"239",110,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",9.214,"mc",4,NA
"240",110,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I watched as a researcher discovered a blicket. The researcher was a monkey with a human male voice. The researcher removed the fabric that covered the blicket. After uncovering it, he discovered that it squeaked. Finally I was asked  few questions related to my perceived probability of the blicket.",458.338,"freeform",5,NA
"241",78,"naive-1",NA,"True","Would you say the following is true?","0.48",5.694,"slider",1,NA
"242",78,"naive-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.246,"grid",2,NA
"243",78,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.641,"mc",3,NA
"244",78,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","no_preknowledge",10.085,"mc",4,NA
"245",78,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher who recently arrived on the planet found an object covered up on the table next to them, and uncovered it to reveal a dax. The researcher stated they did not know anything about daxes, and was surprised to see it had purple petals.",79.231,"freeform",5,NA
"246",70,"naive-1",NA,"True","Would you say the following is true?","0.47",9.379,"slider",1,NA
"247",70,"naive-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",9.616,"grid",2,NA
"248",70,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",11.389,"mc",3,NA
"249",70,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",11.022,"mc",4,NA
"250",70,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I was a researcher assigned to a planet when I arrived I met another researcher.  That researcher looked like an elephant and stated that they had just arrived.  There was an object on the table covered by a cloth.  The other researcher pointed to it and said it was a dax.  The other researcher pulled the cloth from the object and it appeared to be a red bird with green feathers.  The other researcher was surprised by the green feathers.",209.706,"freeform",5,NA
"251",122,"naive-1",NA,"True","Would you say the following is true?","0.92",4.961,"slider",1,NA
"252",122,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",3.764,"grid",2,NA
"253",122,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.857,"mc",3,NA
"254",122,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",5.562,"mc",4,NA
"255",122,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The other scientist showed me a fep and then uncovered it. Then it bloomed and he commented on how it had purple petals.",23.862,"freeform",5,NA
"256",86,"naive-1",NA,"True","Would you say the following is true?","0.52",4.881,"slider",1,NA
"257",86,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",8.565,"grid",2,NA
"258",86,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.056,"mc",3,NA
"259",86,"naive-1","no_preknowledge","False","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",1.971,"mc",4,NA
"260",86,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher has just arrived to a new planet for the first time and they discover what a fep is.",51.94,"freeform",5,NA
"261",107,"naive-1",NA,"True","Would you say the following is true?","0.87",6.06,"slider",1,NA
"262",107,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.597,"grid",2,NA
"263",107,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",4.636,"mc",3,NA
"264",107,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",4.408,"mc",4,NA
"265",107,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I was sent to a new planet along with a new researcher and we discovered a new object called FEP. We learned that the FEP we encountered squeaks.",35.045,"freeform",5,NA
"266",50,"naive-1",NA,"True","Would you say the following is true?","0.85",7.181,"slider",1,NA
"267",50,"naive-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",4.79,"grid",2,NA
"268",50,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.091,"mc",3,NA
"269",50,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could squeak before you observed it together?","no_preknowledge",3.112,"mc",4,NA
"270",50,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","My best guess is that it is a type of research about first impressions",39.973,"freeform",5,NA
"271",58,"naive-1",NA,"True","Would you say the following is true?","0.98",6.025,"slider",1,NA
"272",58,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",7.356,"grid",2,NA
"273",58,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",9.721,"mc",3,NA
"274",58,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",10.234,"mc",4,NA
"275",58,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The tiger saw something under a cloth. When the cloth was removed the fep squeaked ",49.145,"freeform",5,NA
"276",66,"naive-1",NA,"True","Would you say the following is true?","0.99",5.842,"slider",1,NA
"277",66,"naive-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",6.133,"grid",2,NA
"278",66,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.145,"mc",3,NA
"279",66,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","no_preknowledge",11.98,"mc",4,NA
"280",66,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The researcher just arrived on the planet. They saw that something was underneath a draped cloth. It was a bird - a fep - with green feathers.",75.431,"freeform",5,NA
"281",75,"naive-1",NA,"True","Would you say the following is true?","0.73",14.907,"slider",1,NA
"282",75,"naive-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",8.56,"grid",2,NA
"283",75,"naive-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",12.627,"mc",3,NA
"284",75,"naive-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",14.621,"mc",4,NA
"285",75,"naive-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher, which looks like a cat, unveils a blanket to reveal a blicket. The blicket looks like a red bird. Then it says something along the lines of oh wow, green feathers, as if surprised. This surprise might be being from seeing a new species a new planet or seeing a blicket with different colored feathers than expected. Then I was asked questions like what's the chances that blickets have green feathers.",124.905,"freeform",5,NA
"286",36,"accidental-1",NA,"True","Would you say the following is true?","0.65",10.042,"slider",1,NA
"287",36,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",4.989,"grid",2,NA
"288",36,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.692,"mc",3,NA
"289",36,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",8.606,"mc",4,NA
"290",36,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher and I arrived on a planet and they discovered what a dax was. The researcher had no prior knowledge of what a dax is",39.337,"freeform",5,NA
"291",15,"accidental-1",NA,"True","Would you say the following is true?","0.48",4.104,"slider",1,NA
"292",15,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.114,"grid",2,NA
"293",15,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.176,"mc",3,NA
"294",15,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",6.688,"mc",4,NA
"295",15,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The (dog) researcher had newly arrived on the planet and discovered the bliket.  When he touched it, the covering dropped and a planet was underneath.  It grew purple petals and the researcher was surprised.",67.911,"freeform",5,NA
"296",150,"accidental-1",NA,"True","Would you say the following is true?","0.72",12.824,"slider",1,NA
"297",150,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.764,"grid",2,NA
"298",150,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",8.443,"mc",3,NA
"299",150,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",8.4,"mc",4,NA
"300",150,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The new researcher introduced itself. It pointed to a dax on a table covered with a cloth and said it knew nothing about daxes. The researcher uncovered the dax, which looked like a red bird. The dax spread its wings revealing differently colored feathers underneath.",139.874,"freeform",5,NA
"301",144,"accidental-1",NA,"True","Would you say the following is true?","0.85",7.869,"slider",1,NA
"302",144,"accidental-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",12.802,"grid",2,NA
"303",144,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",9.228,"mc",3,NA
"304",144,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",6.948,"mc",4,NA
"305",144,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher arrived on a planet, met an object called a fep and the object transformer to a plant with purple petals.",56.657,"freeform",5,NA
"306",34,"accidental-1",NA,"True","Would you say the following is true?","1",4.993,"slider",1,NA
"307",34,"accidental-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",7.546,"grid",2,NA
"308",34,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.708,"mc",3,NA
"309",34,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",5.326,"mc",4,NA
"310",34,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The scientist uncovered the plant and it blossomed purple petals and then they disappeared.",32.087,"freeform",5,NA
"311",148,"accidental-1",NA,"True","Would you say the following is true?","0.51",6.385,"slider",1,NA
"312",148,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",6.027,"grid",2,NA
"313",148,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",3.174,"mc",3,NA
"314",148,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",4.887,"mc",4,NA
"315",148,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","named a bird a dax",36.55,"freeform",5,NA
"316",17,"accidental-1",NA,"True","Would you say the following is true?","0.49",9.021,"slider",1,NA
"317",17,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",14.276,"grid",2,NA
"318",17,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",10.955,"mc",3,NA
"319",17,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","no_preknowledge",9.133,"mc",4,NA
"320",17,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","
A new plant with purple flowers has been discovered on a new planet",44.339,"freeform",5,NA
"321",142,"accidental-1",NA,"True","Would you say the following is true?","0.99",4.584,"slider",1,NA
"322",142,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",3.682,"grid",2,NA
"323",142,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.588,"mc",3,NA
"324",142,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",6.013,"mc",4,NA
"325",142,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The researcher arrived on a new planet to search for inhabitants or anything they come across.",26.103,"freeform",5,NA
"326",20,"accidental-1",NA,"True","Would you say the following is true?","1",4.33,"slider",1,NA
"327",20,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.272,"grid",2,NA
"328",20,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",9.173,"mc",3,NA
"329",20,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",5.498,"mc",4,NA
"330",20,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher found a new item named a blicket and found that it squeaks.",22.703,"freeform",5,NA
"331",30,"accidental-1",NA,"True","Would you say the following is true?","0.44",8.749,"slider",1,NA
"332",30,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",6.199,"grid",2,NA
"333",30,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",9.735,"mc",3,NA
"334",30,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could squeak before you observed it together?","no_preknowledge",7.21,"mc",4,NA
"335",30,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","a researcher arrived on a distant planet. He saw a new object, called a dax. When it was unveiled, it squeaked.",34.62,"freeform",5,NA
"336",27,"accidental-1",NA,"True","Would you say the following is true?","0.34",7.898,"slider",1,NA
"337",27,"accidental-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",3.562,"grid",2,NA
"338",27,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.582,"mc",3,NA
"339",27,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",4.128,"mc",4,NA
"340",27,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher arrived on a planet they had never been to before and encountered a ""fep."" The researcher did not know what a fep was, but then the fep encountered had purple petals.",47.784,"freeform",5,NA
"341",140,"accidental-1",NA,"True","Would you say the following is true?","0.78",3.832,"slider",1,NA
"342",140,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.104,"grid",2,NA
"343",140,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",3.32,"mc",3,NA
"344",140,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",3.208,"mc",4,NA
"345",140,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The researcher examined the blicket and it squeaked. ",11.276,"freeform",5,NA
"346",26,"accidental-1",NA,"True","Would you say the following is true?","0.47",5.454,"slider",1,NA
"347",26,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.88,"grid",2,NA
"348",26,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",4.605,"mc",3,NA
"349",26,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",5.352,"mc",4,NA
"350",26,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The new researcher arrived to the planet and saw a new plant called a Blicket. Upon touching it, the blue part fell off and the Blicket squeaked. The researcher was surprised. ",43.846,"freeform",5,NA
"351",32,"accidental-1",NA,"True","Would you say the following is true?","0.64",7.389,"slider",1,NA
"352",32,"accidental-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.441,"grid",2,NA
"353",32,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",8.463,"mc",3,NA
"354",32,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",4.199,"mc",4,NA
"355",32,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","the researcher touched a fep and it squeaked",36.989,"freeform",5,NA
"356",147,"accidental-1",NA,"True","Would you say the following is true?","0.54",8.375,"slider",1,NA
"357",147,"accidental-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",23.416,"grid",2,NA
"358",147,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",4.681,"mc",3,NA
"359",147,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","no_preknowledge",25.182,"mc",4,NA
"360",147,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The realsearcher saw a fax and a purple petals. He hasn't seen a dax before and doesn't know petals could have different colours.",77.568,"freeform",5,NA
"361",24,"accidental-1",NA,"True","Would you say the following is true?","0.61",4.637,"slider",1,NA
"362",24,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",5.666,"grid",2,NA
"363",24,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",4.133,"mc",3,NA
"364",24,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",3.873,"mc",4,NA
"365",24,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher arrived and doesn't know anything about the creature. He discovers it has green feathers.",29.123,"freeform",5,NA
"366",22,"accidental-1",NA,"True","Would you say the following is true?","0.62",11.974,"slider",1,NA
"367",22,"accidental-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.988,"grid",2,NA
"368",22,"accidental-1","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",12.825,"mc",3,NA
"369",22,"accidental-1","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",11.696,"mc",4,NA
"370",22,"accidental-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher stated saw something he identified as a blicket. He said he doesn't know anything about a blicket. He revealed the blicket and pointed out that it had purple petals. I was then asked how likely it is that all blickets have purple petals. ",79.62,"freeform",5,NA
"371",90,"accidental-2",NA,"True","Would you say the following is true?","0.93",5.937,"slider",1,NA
"372",90,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",11.619,"grid",2,NA
"373",90,"accidental-2","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",10.927,"mc",3,NA
"374",90,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",9.964,"mc",4,NA
"375",90,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Researchers arrived on a new planet to discover about animal and plants",40.504,"freeform",5,NA
"376",53,"accidental-2",NA,"True","Would you say the following is true?","0.6",5.746,"slider",1,NA
"377",53,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",5.267,"grid",2,NA
"378",53,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.066,"mc",3,NA
"379",53,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",5.5,"mc",4,NA
"380",53,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","the monkey said it was a blicket, touched the cover and observed purple petals. ",23.316,"freeform",5,NA
"381",135,"accidental-2",NA,"True","Would you say the following is true?","0.7",3.778,"slider",1,NA
"382",135,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",4.02,"grid",2,NA
"383",135,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",14.575,"mc",3,NA
"384",135,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",7.786,"mc",4,NA
"385",135,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","An elephant and then a sheep saw a new thing, uncovered it and saw it was a fep then went ooo purple petals.",27.184,"freeform",5,NA
"386",57,"accidental-2",NA,"True","Would you say the following is true?","0.86",5.949,"slider",1,NA
"387",57,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",7.317,"grid",2,NA
"388",57,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.6,"mc",3,NA
"389",57,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",4.922,"mc",4,NA
"390",57,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher arrived and discovered an item and called it a blicket. The researcher subsequently poked it and it squeaked and the cover on it fell. ",33.726,"freeform",5,NA
"391",93,"accidental-2",NA,"True","Would you say the following is true?","0.88",5.794,"slider",1,NA
"392",93,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",5.295,"grid",2,NA
"393",93,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.082,"mc",3,NA
"394",93,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",7.6,"mc",4,NA
"395",93,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher went to a new planet and saw a creature called a blicket.  When that creature expanded it's wings, the revealed an unexpected bright green color.",43.31,"freeform",5,NA
"396",139,"accidental-2",NA,"True","Would you say the following is true?","0.87",8.084,"slider",1,NA
"397",139,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.44,"grid",2,NA
"398",139,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",8.591,"mc",3,NA
"399",139,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","no_preknowledge",6.986,"mc",4,NA
"400",139,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","We saw two animals who were scientists and new to the planet. They were observing a fep that had green feathers. They both observed the same thing one after the other.",119.513,"freeform",5,NA
"401",85,"accidental-2",NA,"True","Would you say the following is true?","0.6",4.299,"slider",1,NA
"402",85,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",14.021,"grid",2,NA
"403",85,"accidental-2","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",8.741,"mc",3,NA
"404",85,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",5.596,"mc",4,NA
"405",85,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A new researcher has come to the planet and they see a blicket but they don't know what is under it.",134.968,"freeform",5,NA
"406",134,"accidental-2",NA,"True","Would you say the following is true?","0.88",6.149,"slider",1,NA
"407",134,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",80.532,"grid",2,NA
"408",134,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.732,"mc",3,NA
"409",134,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","no_preknowledge",11.305,"mc",4,NA
"410",134,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two researchers, a tiger and a bear, discovered a fep and that it had green feathers. They were both new researchers.",91.985,"freeform",5,NA
"411",136,"accidental-2",NA,"True","Would you say the following is true?","0.67",7.18,"slider",1,NA
"412",136,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.998,"grid",2,NA
"413",136,"accidental-2","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",8.542,"mc",3,NA
"414",136,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",7.661,"mc",4,NA
