workerid,proliferate.condition,agent,background,correct_answer,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
207,pedagogical-1,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
207,pedagogical-1,Tiger,1,NA,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
207,pedagogical-1,Tiger,1,been_while,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
207,pedagogical-1,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
178,pedagogical-1,Elephant,1,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
178,pedagogical-1,Elephant,1,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
178,pedagogical-1,Elephant,1,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
178,pedagogical-1,,,NA,,,pedagogical,1,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
178,pedagogical-1,,,dax,"['zobby', 'dax', 'blus', 'vicket', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
178,pedagogical-1,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
178,pedagogical-1,Elephant,1,NA,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
178,pedagogical-1,Elephant,1,been_while,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
178,pedagogical-1,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
222,pedagogical-1,Elephant,1,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
222,pedagogical-1,Elephant,1,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,mh,object_encounter,
222,pedagogical-1,Elephant,1,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,mh,object_property,
222,pedagogical-1,,,NA,,,pedagogical,1,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
222,pedagogical-1,,,dax,"['yem', 'nar', 'dax', 'zobby', 'blus', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
222,pedagogical-1,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
222,pedagogical-1,Elephant,1,NA,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
222,pedagogical-1,Elephant,1,been_while,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
222,pedagogical-1,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
161,pedagogical-2,Elephant,7,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
161,pedagogical-2,Elephant,7,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,mh,object_encounter,
161,pedagogical-2,Elephant,7,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,mh,object_property,
161,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
161,pedagogical-2,,,fep,"['yem', 'blus', 'vicket', 'nar', 'fep', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
161,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
161,pedagogical-2,Elephant,7,NA,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
161,pedagogical-2,Elephant,7,been_while,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
161,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
219,pedagogical-2,Tiger,6,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
219,pedagogical-2,Tiger,6,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,mh,object_encounter,
219,pedagogical-2,Tiger,6,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,mh,object_property,
219,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
219,pedagogical-2,,,dax,"['nar', 'yem', 'zobby', 'blus', 'vicket', 'dax']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
219,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
219,pedagogical-2,Tiger,6,NA,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
219,pedagogical-2,Tiger,6,been_while,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
219,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
186,pedagogical-2,Tiger,2,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
186,pedagogical-2,Tiger,2,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,mh,object_encounter,
186,pedagogical-2,Tiger,2,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,mh,object_property,
186,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
186,pedagogical-2,,,fep,"['blus', 'vicket', 'yem', 'nar', 'zobby', 'fep']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
186,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
186,pedagogical-2,Tiger,2,NA,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
186,pedagogical-2,Tiger,2,been_while,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
186,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
234,pedagogical-2,Sheep,10,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
234,pedagogical-2,Sheep,10,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,mh,object_encounter,
234,pedagogical-2,Sheep,10,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,mh,object_property,
234,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
234,pedagogical-2,,,wug,"['vicket', 'yem', 'zobby', 'wug', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
234,pedagogical-2,,,NA,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
234,pedagogical-2,Sheep,10,NA,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
234,pedagogical-2,Sheep,10,been_while,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
234,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
238,pedagogical-2,Monkey,3,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
238,pedagogical-2,Monkey,3,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,mh,object_encounter,
238,pedagogical-2,Monkey,3,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,mh,object_property,
238,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
238,pedagogical-2,,,fep,"['vicket', 'zobby', 'blus', 'yem', 'fep', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
238,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
238,pedagogical-2,Monkey,3,NA,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
238,pedagogical-2,Monkey,3,been_while,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
238,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
202,pedagogical-2,Elephant,10,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
202,pedagogical-2,Elephant,10,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,sb,object_encounter,
202,pedagogical-2,Elephant,10,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,sb,object_property,
202,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
202,pedagogical-2,,,wug,"['wug', 'yem', 'vicket', 'blus', 'nar', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
202,pedagogical-2,,,NA,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
202,pedagogical-2,Elephant,10,NA,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
202,pedagogical-2,Elephant,10,been_while,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
202,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
194,pedagogical-2,Sheep,8,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
194,pedagogical-2,Sheep,8,,,"['wug', 'wugs']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
194,pedagogical-2,Sheep,8,,,"['wug', 'wugs']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
194,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
194,pedagogical-2,,,wug,"['zobby', 'nar', 'yem', 'vicket', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
194,pedagogical-2,,,NA,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
194,pedagogical-2,Sheep,8,NA,,"['wug', 'wugs']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,7,,,,followup,
194,pedagogical-2,Sheep,8,been_while,,"['wug', 'wugs']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
194,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
210,pedagogical-2,Sheep,3,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
210,pedagogical-2,Sheep,3,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,sb,object_encounter,
210,pedagogical-2,Sheep,3,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,sb,object_property,
210,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
210,pedagogical-2,,,fep,"['yem', 'fep', 'vicket', 'nar', 'zobby', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
210,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
210,pedagogical-2,Sheep,3,NA,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
210,pedagogical-2,Sheep,3,been_while,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
210,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
225,pedagogical-2,Bear,3,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
225,pedagogical-2,Bear,3,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,sb,object_encounter,
225,pedagogical-2,Bear,3,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,sb,object_property,
225,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
225,pedagogical-2,,,fep,"['nar', 'fep', 'blus', 'yem', 'vicket', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
225,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
225,pedagogical-2,Bear,3,NA,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
225,pedagogical-2,Bear,3,been_while,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
225,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
157,pedagogical-2,Dog,6,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
157,pedagogical-2,Dog,6,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,sb,object_encounter,
157,pedagogical-2,Dog,6,,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,sb,object_property,
157,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
157,pedagogical-2,,,fep,"['blus', 'yem', 'vicket', 'fep', 'nar', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
157,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
157,pedagogical-2,Dog,6,NA,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
157,pedagogical-2,Dog,6,been_while,,"['fep', 'feps']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
157,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
206,pedagogical-2,Tiger,5,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
206,pedagogical-2,Tiger,5,,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
206,pedagogical-2,Tiger,5,,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
206,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
206,pedagogical-2,,,dax,"['blus', 'zobby', 'vicket', 'dax', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
206,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
206,pedagogical-2,Tiger,5,NA,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,7,,,,followup,
206,pedagogical-2,Tiger,5,been_while,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
206,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
173,pedagogical-2,Monkey,7,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
173,pedagogical-2,Monkey,7,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,tg,object_encounter,
173,pedagogical-2,Monkey,7,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,tg,object_property,
173,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
173,pedagogical-2,,,wug,"['blus', 'zobby', 'vicket', 'nar', 'wug', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
173,pedagogical-2,,,NA,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
173,pedagogical-2,Monkey,7,NA,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
173,pedagogical-2,Monkey,7,been_while,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
173,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
182,pedagogical-2,Sheep,2,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
182,pedagogical-2,Sheep,2,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,sb,object_encounter,
182,pedagogical-2,Sheep,2,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,sb,object_property,
182,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
182,pedagogical-2,,,dax,"['zobby', 'vicket', 'yem', 'blus', 'dax', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
182,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
182,pedagogical-2,Sheep,2,NA,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
182,pedagogical-2,Sheep,2,been_while,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
182,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
189,pedagogical-2,Elephant,10,,,,pedagogical,,,,,,,,,1,,,mh,agent_intro,
189,pedagogical-2,Elephant,10,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,mh,object_encounter,
189,pedagogical-2,Elephant,10,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,mh,object_property,
189,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
189,pedagogical-2,,,dax,"['vicket', 'zobby', 'dax', 'blus', 'yem', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
189,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
189,pedagogical-2,Elephant,10,NA,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
189,pedagogical-2,Elephant,10,been_while,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
189,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
170,pedagogical-2,Dog,3,,,,pedagogical,,,,,,,,,1,,,sb,agent_intro,
