workerid,proliferate.condition,agent,botcaptcha_correct_answer,botcaptcha_duration,botcaptcha_n_fails,botcaptcha_response,character_arrival_correct_answer,character_arrival_duration,character_arrival_is_correct,character_arrival_response,followup_fails,freeform_followup_correct_answer,freeform_followup_duration,freeform_followup_is_correct,freeform_followup_response,generic_endorsement_correct_answer,generic_endorsement_duration,generic_endorsement_is_correct,generic_endorsement_response,item_name,item_presentation_condition,n_examples,name_identification_correct_answer,name_identification_duration,name_identification_is_correct,name_identification_response,object,perceived_character_knowledge_correct_answer,perceived_character_knowledge_duration,perceived_character_knowledge_is_correct,perceived_character_knowledge_response,predicted_probability_correct_answer,predicted_probability_duration,predicted_probability_is_correct,predicted_probability_response,property,sound_check_correct_answer,sound_check_duration,sound_check_is_correct,sound_check_response,speaker,total_time_taken,error
642,generic,Dog,Jennifer,8.148,0,['Jennifer'],been_while,10.192,True,been_while,0,NA,40.396,True,"I went to a planet to study plants, animals, and objects and met with a long time researcher there who studied those things. He told me about wugs.",NA,4.442,True,yes,wug,generic,1,wug,7.187,True,wug,bird,NA,NA,NA,NA,NA,10.602,True,0.88,green feathers,tiger,16.764,True,tiger,tg,167.3,
659,generic,Tiger,Linda,6.976,0,['Linda'],been_while,7.764,True,been_while,0,NA,46.452,True,"I arrived on the newly discovered planet to explore a site and record new plants, animals, and other objects.  There was a researcher already there who informed me that feps have purple petals.",NA,4.116,True,yes,fep,generic,1,fep,5.004,True,fep,flower,NA,NA,NA,NA,NA,13.343,True,0.76,purple petals,shadow,30.491,True,shadow,mh,169.107,
663,generic,Tiger,Patricia,6.66,0,['Patricia'],been_while,7.397,True,been_while,0,NA,41.21,True,A new scientist arrives on a new planet where a another scientist was already there,NA,2.835,True,yes,fep,generic,1,fep,4.986,True,fep,flower,NA,NA,NA,NA,NA,6.506,True,0.93,purple petals,tiger,8.993,True,tiger,tg,166.025,
610,generic,Elephant,Patricia,12.852,0,['patricia'],been_while,12.634,True,been_while,0,NA,107.146,True,met by researcher on a far away planet. The researcher has been there for a while and told me that wugs have purple petals  ,NA,4.499,True,yes,wug,generic,1,wug,8.365,True,wug,flower,NA,NA,NA,NA,NA,7.085,True,0.85,purple petals,shadow,39.996,True,shadow,sb,290.365,
618,generic,Tiger,Sarah,4.508,0,['Sarah'],been_while,5.871,True,been_while,0,NA,17.001,True,I met with a scientist who has been doing research on the planet. They tell me that feps squeak.,NA,2.508,True,yes,fep,generic,1,fep,3.768,True,fep,artifact,NA,NA,NA,NA,NA,4.3,True,1,squeaking,shadow,4.691,True,Shadow,tg,81.636,
525,pedagogical-4,Sheep,Jessica,16.815,0,['jessica'],been_while,11.527,True,been_while,0,NA,88.616,True,I met a researcher who has  been studying this plant named fep and it squeaks   ,NA,4.302,True,yes,fep,pedagogical,4,fep,5.801,True,fep,artifact,NA,9.528,True,yes,NA,9.48,True,0.95,squeaking,shadow,23.471,True,shadow,mh,294.224,
559,pedagogical-4,Sheep,Elizabeth,10.753,0,['Elizabeth'],been_while,6.704,True,been_while,0,NA,14.697,True,A sheep showed me what wug is,NA,3.417,True,yes,wug,pedagogical,4,wug,4.472,True,wug,bird,NA,11.753,True,yes,NA,5.56,True,1,green feathers,tiger,22.945,True,Tiger,tg,162.639,
621,pedagogical-4,Monkey,Linda,5.167,0,['Linda'],been_while,6.302,True,been_while,0,NA,12.356,True,daxes were all squeaky,NA,2.32,True,yes,dax,pedagogical,4,dax,3.257,True,dax,artifact,NA,5.82,True,yes,NA,4.081,True,1,squeaking,shadow,20.734,True,shadow,tg,154.669,
527,pedagogical-4,Tiger,Barbara,6.427,0,['Barbara'],been_while,5.959,True,been_while,0,NA,31.408,True,"The tiger had been experimenting before I arrived. He or she had discovered that out of four wugs, all four squeaked. ",NA,1.985,True,yes,wug,pedagogical,4,wug,24.849,True,wug,artifact,NA,4.246,True,yes,NA,13.468,True,1,squeaking,tiger,8.051,True,tiger,mh,171.002,
609,pedagogical-4,Elephant,Jessica,8.103,0,['Jessica'],been_while,8.622,True,been_while,0,NA,40.751,True,Researcher made me observe the item daxes and answer questions following up after the experience.,NA,4.976,True,yes,dax,pedagogical,4,dax,5.041,True,dax,flower,NA,16.195,True,yes,NA,8.113,True,1,purple petals,shadow,24.225,True,shadow,tg,210.918,
605,pedagogical-4,Sheep,Sarah,7.938,0,['Sarah'],been_while,6.963,True,been_while,0,NA,38.656,True,"I was a scientist on a remote land and another scientist who had already been studying the plants, animals, etc introduced me to something called a wug.",NA,3.981,True,yes,wug,pedagogical,4,wug,4.839,True,wug,artifact,NA,6.908,True,yes,NA,8.348,True,0.92,squeaking,shadow,12.386,True,shadow,mh,163.237,
662,pedagogical-4,Bear,Linda,11.409,0,['Linda'],been_while,9.487,True,been_while,0,NA,48.171,True,A teddy bear researcher who has neem on the planet for a while showed me the Dax plants which grow instantly into full blossom flowers with purple petals.,NA,4.083,True,yes,dax,pedagogical,4,dax,5.215,True,dax,flower,NA,8.224,True,yes,NA,5.829,True,1,purple petals,tiger,51.215,True,tiger,mh,235.442,
517,pedagogical-4,Monkey,Sarah,7.535,0,['Sarah'],been_while,5.62,True,been_while,0,NA,34.696,True,"I went to an alien planet to do research. While there I met another researcher who had been there for some time. This researcher introduced me to a new species called ""feps"" which squeaked.",NA,2.63,True,yes,fep,pedagogical,4,fep,3.945,True,fep,artifact,NA,6.14,True,yes,NA,10.077,True,0.73,squeaking,shadow,21.846,True,shadow,mh,171.611,
588,pedagogical-4,Sheep,Jessica,8.333,0,['Jessica'],been_while,13.999,True,been_while,0,NA,108.786,True,"The study participant is a researcher deployed to a remote site on a faraway planet. They meet another scientist who is already there and together they observe wugs blooming. The scientist who was already there seems to know that wugs will bloom with purple petals (however, their sample size is small).",NA,6.566,True,yes,wug,pedagogical,4,wug,5.432,True,wug,flower,NA,8.336,True,yes,NA,10.546,True,0.85,purple petals,tiger,9.767,True,tiger,sb,303.648,
633,pedagogical-4,Bear,Sarah,5.476,0,['Sarah'],been_while,6.377,True,been_while,0,NA,117.546,True,"Freddie bear kinda thing starts saying its been researching plants and animals and shows me these 4 red bird looking things called feps. Then it's like ""look"" and the feps open their wings to show green feathers. I am uncomfortable.",NA,3.786,True,yes,fep,pedagogical,4,fep,5.247,True,fep,bird,NA,36.864,True,yes,NA,5.546,True,0.98,green feathers,tiger,15.573,True,tiger,mh,280.756,
537,pedagogical-4,Sheep,Linda,8.508,0,['Linda'],been_while,7.77,True,been_while,0,NA,13.972,True,a lamb showed me wugs that squeaked,NA,3.124,True,yes,wug,pedagogical,4,wug,4.92,True,wug,artifact,NA,6.127,True,yes,NA,5.694,True,0.99,squeaking,tiger,13.553,True,tiger,mh,136.072,
547,pedagogical-4,Sheep,Mary,7.694,0,['Mary'],been_while,6.28,True,been_while,0,NA,95.516,True,"A scientist who has been observing the life on this planet has observed that wugs have purple petals when they flower. That is not a guarantee that all wugs have purple petals, but it is consistent with the evidence gathered so-far. ",NA,4.607,True,yes,wug,pedagogical,4,wug,4.592,True,wug,flower,NA,10.161,True,yes,NA,11,True,0.48,purple petals,tiger,13.271,True,tiger,sb,234.591,
562,pedagogical-4,Sheep,Barbara,8.687,0,['Barbara'],been_while,7.314,True,been_while,0,NA,29.037,True,I was asked to talk to a researcher in an alien planet who's been observing the wild life for a while.,NA,3.224,True,yes,dax,pedagogical,4,dax,3.983,True,dax,bird,NA,9.708,True,no,NA,7.81,True,1,green feathers,shadow,17.138,True,shadow,tg,181.509,
601,pedagogical-4,Dog,Sarah,9.05,0,['Sarah'],been_while,14.29,True,been_while,0,NA,52.54,True,The experiment doesn't make any sense.,NA,4.711,True,yes,dax,pedagogical,4,dax,6.606,True,dax,bird,NA,13.706,True,no,NA,7.404,True,0.92,green feathers,tiger,29.153,True,tiger,mh,207.592,
533,pedagogical-4,Sheep,Barbara,18.869,0,['barbara'],been_while,15.759,False,just_arrived,1,NA,12.513,True,Language study,NA,6.144,True,yes,dax,pedagogical,4,dax,4.441,True,dax,artifact,NA,10.535,True,yes,NA,9.856,True,1,squeaking,shadow,239.589,True,shadow,tg,428.493,
521,pedagogical-4,Bear,Sarah,49.863,0,['Sarah'],been_while,11.317,True,been_while,0,NA,131.513,True,This experiment was very good.,NA,4.649,True,yes,wug,pedagogical,4,wug,28.542,True,wug,flower,NA,15.546,True,yes,NA,11.675,True,0.76,purple petals,tiger,54.255,False,skyscraper,mh,521.319,
658,pedagogical-4,Tiger,Elizabeth,26.21,0,['Elizabeth'],been_while,11.598,True,been_while,1,NA,60.527,True,In this experiment the researcher zubby research there feps squeak for a while.,NA,7.413,True,yes,fep,pedagogical,4,fep,12.864,False,zobby,artifact,NA,14.136,True,yes,NA,6.886,True,0.57,squeaking,shadow,36.943,True,shadow,sb,379.423,
645,pedagogical-4,Dog,Susan,5.985,0,['Susan'],been_while,4.842,True,been_while,0,NA,30.345,True,The scientist who has been on the planet showed me that daxes have green feathers. I was then asked how likely it is that another dax would have green feathers.,NA,3.23,True,yes,dax,pedagogical,4,dax,3.735,True,dax,bird,NA,10.012,True,yes,NA,4.918,True,0.81,green feathers,tiger,619.704,True,tiger,tg,746.9,
570,pedagogical-4,Elephant,Mary,7.479,0,['mary'],been_while,7.953,True,been_while,0,NA,39.485,True,There was a scenario where i was a scientist sent to study a planet and i met another researcher who has done the same for a while longer,NA,2.786,True,yes,fep,pedagogical,4,fep,4.552,True,fep,flower,NA,7.966,True,yes,NA,5.737,True,0.91,purple petals,shadow,10.338,True,shadow,tg,158.789,
580,pedagogical-4,Sheep,Sarah,75.972,1,"['Sara', 'Sarah']",been_while,9.711,True,been_while,0,NA,62.32,True,See the sequence wugs. To objects on an alien planet .,NA,5.584,True,yes,wug,pedagogical,4,wug,6.553,True,wug,artifact,NA,5.328,True,yes,NA,13.336,True,0.72,squeaking,shadow,28.471,True,shadow,tg,384.56,
641,pedagogical-4,Sheep,Linda,11.855,0,['Linda'],been_while,9.03,True,been_while,0,NA,62.297,True,A researcher on a foreign planet showed me Daxes when I arrived. They had purple petals. The researcher had been there for a while and claimed to know a lot of things about the planet.,NA,4.702,True,yes,dax,pedagogical,4,dax,6.315,True,dax,flower,NA,10.597,True,yes,NA,11.626,True,0.83,purple petals,tiger,26.159,True,tiger,sb,249.024,
597,pedagogical-4,Bear,Mary,7.907,0,['Mary'],been_while,15.6,True,been_while,0,NA,32.081,True,I met a scientist who had been researching the new planet for a while and learned about Wugs,NA,2.651,True,yes,wug,pedagogical,4,wug,6.241,True,wug,bird,NA,8.872,True,no,NA,7.931,True,0.98,green feathers,shadow,12.762,True,Shadow,sb,196.115,
529,pedagogical-4,Sheep,Elizabeth,11.56,0,['Elizabeth'],been_while,6.327,True,been_while,0,NA,27.575,True,A scientist touched this thing called a Dax to make it squeek ,NA,3.711,True,yes,dax,pedagogical,4,dax,4.177,True,dax,artifact,NA,4.239,True,yes,NA,4.68,True,0.84,squeaking,shadow,44.374,True,shadow,sb,210.911,
653,pedagogical-4,Elephant,Linda,7.307,0,['Linda'],been_while,8.758,True,been_while,0,NA,88.49,True,"I am a scientist on a new planet staying at a remote location, and I was supposed to meet with another scientist. I was greeted by an elephant, who I am assuming is supposed to be the ""scientist""? They showed me a garden of green stems that bloomed into flowers with purple petals.",NA,3.752,True,yes,fep,pedagogical,4,fep,5.484,True,fep,flower,NA,9.46,True,yes,NA,8.79,True,1,purple petals,shadow,13.463,True,shadow,sb,237.395,
625,pedagogical-4,Monkey,Jessica,12.571,0,['Jessica'],been_while,8.029,True,been_while,0,NA,87.687,True,A researcher who has been doing observations on an alien planet is showing me a native species of bird called a WUG. Wug's are red birds with green feathers.  ,NA,8.036,True,yes,wug,pedagogical,4,wug,10.56,True,wug,bird,NA,12.188,True,yes,NA,10.174,True,0.99,green feathers,tiger,31.46,True,Tiger,sb,298.748,
511,pedagogical-4,Tiger,Barbara,14.932,0,['Barbara'],been_while,8.587,True,been_while,0,NA,36.824,True,The little animal told me that he has been on the planet for awhile and he knows all about the creatures that inhabit it.  He talked about an animal called a fep.,NA,2.803,True,yes,fep,pedagogical,4,fep,5.1,True,fep,bird,NA,13.074,True,yes,NA,8.446,True,0.88,green feathers,shadow,19.166,True,shadow,mh,207.43,
523,pedagogical-4,Monkey,Susan,4.529,0,['Susan'],been_while,5.227,True,been_while,0,NA,25.325,True,"The researcher who had been on the planet for awhile pointed out the ""feps"" to me and then showed me how they squeaked.",NA,3.424,True,yes,fep,pedagogical,4,fep,3.944,True,fep,artifact,NA,4.545,True,yes,NA,8.589,True,0.71,squeaking,shadow,6.835,True,Shadow,tg,123.347,
513,pedagogical-4,Bear,Mary,5.57,0,['Mary'],been_while,7.603,True,been_while,0,NA,19.913,True,The teddy bear wanted to show me that feps have purple petals,NA,4.404,True,yes,fep,pedagogical,4,fep,3.771,True,fep,flower,NA,7.909,True,yes,NA,12.057,True,0.62,purple petals,shadow,26.265,True,Shadow,mh,183.347,
539,pedagogical-4,Tiger,Linda,10.459,0,['Linda'],been_while,5.16,False,just_arrived,1,NA,24.657,True,language learning,NA,3.239,True,yes,fep,pedagogical,4,fep,8.2,True,fep,artifact,NA,2.872,True,yes,NA,3.745,True,1,squeaking,tiger,25.031,True,tiger,mh,348.213,
629,pedagogical-4,Tiger,Linda,5.039,0,['Linda'],been_while,5.699,True,been_while,0,NA,14.971,True,a experienced scientist showed me something new,NA,1.989,True,yes,dax,pedagogical,4,dax,2.402,True,dax,bird,NA,9.446,True,yes,NA,4.095,True,0.8,green feathers,shadow,31.875,True,shadow,tg,142.19,
566,pedagogical-4,Bear,Jennifer,7.323,0,['jennifer'],been_while,6.811,True,been_while,0,NA,13.435,True,I was shown that wugs have green feathers ,NA,3.371,True,yes,wug,pedagogical,4,wug,3.939,True,wug,bird,NA,12.369,True,yes,NA,11.509,True,0.92,green feathers,tiger,10.074,True,tiger,mh,146.668,
589,pedagogical-4,Dog,Elizabeth,355.456,0,['Elizabeth'],been_while,4.814,True,been_while,0,NA,508.796,True,Asked to evaluate if a certain foreign object made a sound based on demonstrations,NA,87.555,True,yes,dax,pedagogical,4,dax,3.565,True,dax,artifact,NA,5.304,True,yes,NA,5.086,True,0.95,squeaking,shadow,444.264,True,shadow,mh,1487.413,
519,pedagogical-4,Bear,Linda,5.988,0,['Linda'],been_while,8.707,True,been_while,0,NA,27.13,True,"I met a bear researcher on a planet who had been studying there for a while, and he showed me a new kind of plant called daxes that had purple petals.",NA,3.219,True,yes,dax,pedagogical,4,dax,3.707,True,dax,flower,NA,10.503,True,yes,NA,5.439,True,0.67,purple petals,shadow,17.188,True,shadow,mh,140.102,
515,pedagogical-4,Bear,Margaret,13.736,0,['Margaret'],been_while,7.929,True,been_while,0,NA,71.485,True,"We met a scientist on an alien planet who had been doing research for awhile, and introduced us to Wugs (bird-like creatures) that appeared to have red feathers, but revealed green feathers beneath. I was asked general-purpose questions pertaining to the scientist's experiences and the chances of Wugs having green feathers. ",NA,2.968,True,yes,wug,pedagogical,4,wug,4.722,True,wug,bird,NA,10.176,True,yes,NA,8.652,True,0.73,green feathers,tiger,17.955,True,Tiger,sb,225.182,
545,pedagogical-4,Sheep,Sarah,5.318,0,['Sarah'],been_while,6.9,True,been_while,0,NA,18.997,True,A researcher showed me four plants called wugs and they all bloomed purple flowers,NA,2.57,True,yes,wug,pedagogical,4,wug,5.116,True,wug,flower,NA,6.272,True,no,NA,4.852,True,1,purple petals,shadow,24.619,True,shadow,sb,302.664,
649,pedagogical-4,Tiger,Barbara,9.2,0,['Barbara'],been_while,7.6,True,been_while,0,NA,143.6,True,A Squanchy-looking researcher greeted me and told me that he knew all about the alien planet. He then took me to see some bird-like creatures called feps. They had green feathers.,NA,2.9,True,yes,fep,pedagogical,4,fep,3.4,True,fep,bird,NA,11.6,True,yes,NA,13.6,True,0.66,green feathers,shadow,27.1,True,shadow,mh,382.4,
557,pedagogical-4,Elephant,Sarah,7.27,0,['Sarah'],been_while,10.461,True,been_while,0,NA,53.243,True,"I am a scientist landing on a new place to learn more about the animals and other things living there. I come across another scientist which is an elephant, and he tells me he knows everything about the animals living there. he shows me wugs, and shows me they have green feathers",NA,3.726,True,yes,wug,pedagogical,4,wug,5.434,True,wug,bird,NA,13.638,True,yes,NA,10.841,True,1,green feathers,tiger,21.46,True,Tiger,mh,194.456,
637,pedagogical-4,Monkey,Susan,12.107,0,['Susan'],been_while,9.017,True,been_while,0,NA,29.631,True,A monkey researcher was showing me things around the planet. One thing they showed me was feps,NA,5.686,True,yes,fep,pedagogical,4,fep,6.06,True,fep,bird,NA,9.576,True,yes,NA,7.249,True,0.95,green feathers,tiger,13.631,True,Tiger,mh,163.598,
551,pedagogical-4,Monkey,Margaret,17.407,0,['Margaret'],been_while,14.355,True,been_while,0,NA,35.235,True,The researcher showed me what project he has been working on. ,NA,7.117,True,yes,dax,pedagogical,4,dax,6.506,True,dax,artifact,NA,11.789,True,yes,NA,12.879,True,0.89,squeaking,tiger,16.507,True,tiger,tg,212.117,
541,pedagogical-4,Bear,Sarah,11.959,0,['Sarah'],been_while,7.112,True,been_while,0,NA,33.667,True,There was a bear who had something to show me. So I followed him and he introduced me to feps. He told me to watch and he walked over the feps and the feps grew and had yellow petals. ,NA,2.624,True,yes,fep,pedagogical,4,fep,4.679,True,fep,flower,NA,20.934,True,yes,NA,7.516,True,0.47,purple petals,tiger,23.175,True,Tiger,sb,214.178,
593,pedagogical-4,Bear,Jennifer,8.416,0,['Jennifer'],been_while,5.452,True,been_while,0,NA,36.772,True,"A researcher on an alien planet wanted to show what they discovered. They discovered a red bird, that has green feathers on the underwing.",NA,2.804,True,yes,dax,pedagogical,4,dax,4.032,True,dax,bird,NA,6.12,True,yes,NA,4.813,True,0.93,green feathers,shadow,18.18,True,shadow,tg,148.111,
584,pedagogical-4,Tiger,Sarah,10.093,0,['Sarah'],been_while,8.512,True,been_while,0,NA,41.166,True,The character showed me the Daxes and squeezed each one making them squeak.,NA,5.23,True,yes,dax,pedagogical,4,dax,5.396,True,dax,artifact,NA,7.632,True,yes,NA,5.183,True,1,squeaking,tiger,12.926,True,tiger,mh,176.952,
578,pedagogical-4,Tiger,Jessica,8.415,0,['jessica'],been_while,4.414,True,been_while,0,NA,53.421,True,A tiger showed us things called wugs.  They were actually flowers and they had purple petals.,NA,3.502,True,yes,wug,pedagogical,4,wug,4.379,True,wug,flower,NA,7.515,True,yes,NA,4.304,True,0.9,purple petals,tiger,25.975,True,tiger,tg,201.292,
574,pedagogical-4,Elephant,Jennifer,7.516,0,['Jennifer'],been_while,6.952,True,been_while,0,NA,71.623,True,I met a researcher that has been studying on this planet for a while and knows all about the different species living here. They showed me some species named wug that squeaks when compressed.,NA,3.087,True,yes,wug,pedagogical,4,wug,5.115,True,wug,artifact,NA,7.408,True,yes,NA,9.647,True,0.87,squeaking,tiger,17.243,True,tiger,tg,201.509,
576,pedagogical-4,Bear,Jennifer,5.614,0,['Jennifer'],been_while,5.097,True,been_while,0,NA,24.935,True,"A researcher was talking about beings on this planet, which happened to be daxes (birds) with green feathers",NA,2.254,True,yes,dax,pedagogical,4,dax,3.099,True,dax,bird,NA,6.636,True,yes,NA,4.098,True,0.9,green feathers,shadow,6.527,True,shadow,tg,194.811,
543,pedagogical-4,Tiger,Jennifer,4.8,0,['Jennifer'],been_while,5.695,True,been_while,0,NA,11.148,True,A researcher showed me a wug and that it squeaked.,NA,2.432,True,yes,wug,pedagogical,4,wug,3.635,True,wug,artifact,NA,4.29,True,yes,NA,4.525,True,0.96,squeaking,shadow,8.018,True,Shadow,mh,101.788,
531,pedagogical-4,Elephant,Jennifer,13.008,0,['Jennifer'],been_while,10.516,True,been_while,0,NA,58.467,True,"I recently arrived on a faraway planet, and I meet a researcher on that planet who has been there awhile, and shows me daxes, which is a plant with purple flowers that they have previously discovered.",NA,5.605,True,yes,dax,pedagogical,4,dax,5.042,True,dax,flower,NA,10.692,True,yes,NA,9.355,True,0.81,purple petals,tiger,19.946,True,tiger,sb,218.135,
613,pedagogical-4,Bear,Patricia,26.323,0,['Patricia'],been_while,6.797,False,just_arrived,1,NA,32.866,True,language study,NA,3.748,True,yes,wug,pedagogical,4,wug,10.691,True,wug,artifact,NA,14.646,True,yes,NA,4.415,True,0.72,squeaking,tiger,103.101,False,skyscraper,tg,299.442,
617,pedagogical-4,Bear,Jennifer,12.402,0,['Jennifer'],been_while,10.845,True,been_while,0,NA,107.088,True,I arrived on a new planet to do research and another scientist that had already been there for awhile showed me feps ,NA,7.3,True,yes,fep,pedagogical,4,fep,8.141,True,fep,artifact,NA,13.507,True,yes,NA,9.636,True,0.92,squeaking,shadow,26.838,True,shadow,mh,293.333,
535,pedagogical-4,Elephant,Susan,7.048,0,['Susan'],been_while,4.84,True,been_while,0,NA,26.292,True,An elephant told me she wanted to show me something. She showed me red birds with green feathers,NA,2.047,True,yes,wug,pedagogical,4,wug,3.497,True,wug,bird,NA,8.544,True,yes,NA,3.952,True,1,green feathers,shadow,12.711,True,Shadow,sb,141.342,
608,gen+ped,Dog,Susan,16.238,0,['Susan'],been_while,5.276,False,just_arrived,2,NA,49.858,True,I have a good experience in this study,NA,4.552,True,yes,fep,gen+ped,1,fep,87.775,False,vicket,bird,NA,6.015,True,yes,NA,10.392,True,0.79,green feathers,tiger,17.976,False,skyscraper,mh,340.127,
600,gen+ped,Sheep,Mary,4.368,0,['Mary'],been_while,5.858,True,been_while,0,NA,87.808,True,"I've been sent to research on a faraway planet, I met with a researcher who has been studying there for awhile, and knows all about plants, animals, and creatures there. 

They showed me a small plant called a 'Wug"" and mentioned that it has purple petals, and when they approached it, it bloomed with dark purple petals.

The study then asked me to clarify things that happened, and whether or not I thought any given wug had purple petals.",NA,2.878,True,yes,wug,gen+ped,1,wug,2.624,True,wug,flower,NA,8.431,True,yes,NA,8.297,True,0.92,purple petals,tiger,6.491,True,tiger,tg,201.692,
624,gen+ped,Sheep,Mary,11.495,0,['Mary'],been_while,11.225,True,been_while,0,NA,31.619,True,A researcher went to a faraway planet and discovered that those wug birds have green feathers.,NA,9.436,True,yes,wug,gen+ped,1,wug,4.822,True,wug,bird,NA,8.554,True,yes,NA,10.96,True,0.88,green feathers,tiger,20.851,True,tiger,mh,193.618,
587,gen+ped,Sheep,Barbara,11.032,0,['Barbara'],been_while,7.316,True,been_while,0,NA,57.695,True,A researcher introduced you to a new species on their planet - the Wug. Wugs are able to squeak by squeezing them. ,NA,3.727,True,yes,wug,gen+ped,1,wug,6.467,True,wug,artifact,NA,8.212,True,yes,NA,6.411,True,1,squeaking,tiger,12.951,True,tiger,mh,232.917,
644,gen+ped,Sheep,Susan,7.567,0,['Susan'],been_while,7.402,True,been_while,0,NA,47.242,True,I learned that feps have green feathers from a scientist that has been observing this planet for a while.,NA,3.99,True,yes,fep,gen+ped,1,fep,5.401,True,fep,bird,NA,9.642,True,no,NA,9.428,True,0.88,green feathers,shadow,13.552,True,Shadow,tg,221.046,
596,gen+ped,Tiger,Sarah,9.483,0,['Sarah'],been_while,8.249,True,been_while,0,NA,31.241,True,A scientist showed that they knew about the animals and plants on a new planet and what they could do.,NA,3.482,True,yes,dax,gen+ped,1,dax,4.565,True,dax,artifact,NA,6.394,True,yes,NA,8.636,True,0.48,squeaking,shadow,17.881,True,shadow,sb,172.576,
565,gen+ped,Monkey,Mary,6.406,0,['Mary'],been_while,8.423,True,been_while,0,NA,84.155,True,A monkey scientist introduced me to a new plant called a fep with purple petals. They had been studying on the planet for awhile.,NA,3.328,True,yes,fep,gen+ped,1,fep,4.89,True,fep,flower,NA,12.707,True,yes,NA,12.094,True,0.85,purple petals,shadow,21.712,True,shadow,sb,245.648,
604,gen+ped,Bear,Jennifer,8.479,0,['Jennifer'],been_while,11.387,True,been_while,0,NA,11.069,True,A fep squeaked ,NA,3.504,True,yes,fep,gen+ped,1,fep,5.135,True,fep,artifact,NA,7.749,True,yes,NA,15.735,True,0.48,squeaking,tiger,13.353,True,tiger,tg,164.333,
583,gen+ped,Dog,Elizabeth,88.077,0,['Elizabeth'],been_while,8.861,True,been_while,0,NA,30.356,True,"A researcher told me daxes squeks
",NA,3.135,True,yes,dax,gen+ped,1,dax,6.741,True,dax,artifact,NA,14.261,True,yes,NA,6.504,True,0.81,squeaking,tiger,5.246,True,tiger,sb,252.076,
636,gen+ped,Bear,Sarah,13.937,0,['Sarah'],been_while,7.728,True,been_while,0,NA,18.417,True,This character is about a bear who knows about the planet and comes across a wug that has purple petals.,NA,1.793,True,yes,wug,gen+ped,1,wug,3.274,True,wug,flower,NA,4.517,True,yes,NA,2.235,True,0.68,purple petals,shadow,3.916,True,shadow,tg,132.523,
652,gen+ped,Sheep,Elizabeth,8.593,0,['Elizabeth'],been_while,9.041,True,been_while,0,NA,49.277,True,I am in a faraway planet looking to identify species that inhabit the planet. I am a scientist and meet another scientist that has some expertise. The other scientist says that daxes have purple petals. ,NA,5.943,True,yes,dax,gen+ped,1,dax,4.874,True,dax,flower,NA,6.369,True,yes,NA,7.392,True,0.68,purple petals,tiger,10.73,True,Tiger,sb,176.517,
640,gen+ped,Dog,Linda,9.699,0,['linda'],been_while,6.904,True,been_while,0,NA,144.164,True,"I happened upon a researcher on a planet who had been working there for a while, he/she told me.  They shared about a object called a fep, which we would usually call a plant, and said that feps have purple petals.  We would call the petals flowers in bloom.  As part of the study, I was asked several questions about what I saw and learned from the dog looking researcher on the other planet.",NA,3.605,True,yes,fep,gen+ped,1,fep,5.836,True,fep,flower,NA,13.804,True,yes,NA,6.913,True,0.98,purple petals,shadow,16.68,True,shadow,mh,289.093,
661,gen+ped,Monkey,Patricia,12.005,0,['Patricia'],been_while,6.094,True,been_while,0,NA,29.105,True,"A monkey has show me a wug, and it squeaks. ",NA,1.857,True,yes,wug,gen+ped,1,wug,3.369,True,wug,artifact,NA,5.473,True,yes,NA,7.062,True,0.96,squeaking,tiger,16.63,True,tiger,sb,143.374,
657,gen+ped,Dog,Barbara,6.754,0,['Barbara'],been_while,8.058,True,been_while,0,NA,24.631,True,I went to a planet for experiments and research and there was a dog there who already did studies. He showed me that some type of plant or animal squeaked.,NA,2.144,True,yes,dax,gen+ped,1,dax,3.634,True,dax,artifact,NA,8.204,True,yes,NA,5.896,True,1,squeaking,tiger,11.3,True,tiger,sb,156.438,
616,gen+ped,Tiger,Linda,5.598,0,['Linda'],been_while,5.761,True,been_while,0,NA,84.929,True,I met a research (tiger) who's been on this other planet for a while. She showed me a fep (bird) and told me it has green feathers. The fep appeared to be red until it spread its wings - revealing green underfeathers. I was then asked a few questions regarding - essentially - how much I trusted the researcher's knowledge about feps.,NA,2.576,True,yes,fep,gen+ped,1,fep,4.416,True,fep,bird,NA,6.319,True,yes,NA,14.273,True,1,green feathers,tiger,10.816,True,tiger,sb,215.632,
579,gen+ped,Elephant,Patricia,5.85,0,['Patricia'],been_while,5.6,True,been_while,0,NA,13.286,True,I met a new researcher and they showed me a fep.,NA,2.289,True,yes,fep,gen+ped,1,fep,2.441,True,fep,flower,NA,3.752,True,no,NA,5.458,True,1,purple petals,tiger,7.597,True,tiger,tg,115.335,
620,gen+ped,Bear,Sarah,12.061,0,['Sarah'],been_while,7.973,True,been_while,0,NA,73.118,True,"In this experiment, I met another scientist who has been studying the organisms on this planet for a while. Then they show me a plant with purple petals.",NA,3.153,True,yes,fep,gen+ped,1,fep,3.927,True,fep,flower,NA,10.994,True,yes,NA,8.413,True,0.81,purple petals,tiger,30.224,True,tiger,sb,235.748,
